"","Tax","TaxLevel","SP","value","Vari"
"394","Luxury&CBDR_C",45,"Null",28091.93047291,"CO2_Effect"
"395","Luxury&CBDR_C",60,"Null",27491.4598143058,"CO2_Effect"
"396","Luxury&CBDR_C",75,"Null",26958.9637659829,"CO2_Effect"
"397","Luxury&CBDR_C",90,"Null",26478.1981664936,"CO2_Effect"
"398","Luxury&CBDR_C",105,"Null",26038.3353366256,"CO2_Effect"
"399","Luxury&CBDR_C",120,"Null",25631.7676383046,"CO2_Effect"
"400","Luxury&CBDR_C",135,"Null",25252.9301712226,"CO2_Effect"
"401","Luxury&CBDR_C",150,"Null",24897.619809204,"CO2_Effect"
"402","Luxury&CBDR_C",165,"Null",24562.5777876264,"CO2_Effect"
"403","Luxury&CBDR_C",180,"Null",24245.2217558368,"CO2_Effect"
"404","Luxury&CBDR_C",0,"Universal",30706.615004915,"CO2_Effect"
"405","Luxury&CBDR_C",15,"Universal",29813.1860892417,"CO2_Effect"
"406","Luxury&CBDR_C",30,"Universal",29149.3281243982,"CO2_Effect"
"407","Luxury&CBDR_C",45,"Universal",28614.7718242313,"CO2_Effect"
"408","Luxury&CBDR_C",60,"Universal",28165.20694829,"CO2_Effect"
"409","Luxury&CBDR_C",75,"Universal",27776.294205763,"CO2_Effect"
"410","Luxury&CBDR_C",90,"Universal",27433.0592698611,"CO2_Effect"
"411","Luxury&CBDR_C",105,"Universal",27125.5849683145,"CO2_Effect"
"412","Luxury&CBDR_C",120,"Universal",26846.9454959308,"CO2_Effect"
"413","Luxury&CBDR_C",135,"Universal",26592.1039227261,"CO2_Effect"
"414","Luxury&CBDR_C",150,"Universal",26357.2770157085,"CO2_Effect"
"415","Luxury&CBDR_C",165,"Universal",26139.5473225816,"CO2_Effect"
"416","Luxury&CBDR_C",180,"Universal",25936.6150246114,"CO2_Effect"
"417","Luxury&CBDR_C",0,"Cash",30706.615004915,"CO2_Effect"
"418","Luxury&CBDR_C",15,"Cash",29817.3739811228,"CO2_Effect"
"419","Luxury&CBDR_C",30,"Cash",29157.206261514,"CO2_Effect"
"420","Luxury&CBDR_C",45,"Cash",28626.0150984153,"CO2_Effect"
"421","Luxury&CBDR_C",60,"Cash",28179.5752977322,"CO2_Effect"
"422","Luxury&CBDR_C",75,"Cash",27793.6010966534,"CO2_Effect"
"423","Luxury&CBDR_C",90,"Cash",27453.155006683,"CO2_Effect"
"424","Luxury&CBDR_C",105,"Cash",27148.346499269,"CO2_Effect"
"425","Luxury&CBDR_C",120,"Cash",26872.2697038894,"CO2_Effect"
"426","Luxury&CBDR_C",135,"Cash",26619.902995271,"CO2_Effect"
"427","Luxury&CBDR_C",150,"Cash",26387.475138572,"CO2_Effect"
"428","Luxury&CBDR_C",165,"Cash",26172.0782542465,"CO2_Effect"
"429","Luxury&CBDR_C",180,"Cash",25971.4202778487,"CO2_Effect"
"430","Luxury&CBDR_C",0,"SP_current",30706.615004915,"CO2_Effect"
"431","Luxury&CBDR_C",15,"SP_current",29816.2483621997,"CO2_Effect"
"432","Luxury&CBDR_C",30,"SP_current",29155.16124256,"CO2_Effect"
"433","Luxury&CBDR_C",45,"SP_current",28623.1792813286,"CO2_Effect"
"434","Luxury&CBDR_C",60,"SP_current",28176.0393760971,"CO2_Effect"
"435","Luxury&CBDR_C",75,"SP_current",27789.4324385903,"CO2_Effect"
"436","Luxury&CBDR_C",90,"SP_current",27448.4053382242,"CO2_Effect"
"437","Luxury&CBDR_C",105,"SP_current",27143.0565127315,"CO2_Effect"
"438","Luxury&CBDR_C",120,"SP_current",26866.4720285523,"CO2_Effect"
"439","Luxury&CBDR_C",135,"SP_current",26613.6242072995,"CO2_Effect"
"440","Luxury&CBDR_C",150,"SP_current",26380.7371705635,"CO2_Effect"
"441","Luxury&CBDR_C",165,"SP_current",26164.8994120176,"CO2_Effect"
"442","Luxury&CBDR_C",180,"SP_current",25963.8159910291,"CO2_Effect"
"443","Luxury&CBDR_C",0,"SP_covid",30706.615004915,"CO2_Effect"
"444","Luxury&CBDR_C",15,"SP_covid",29815.1890011769,"CO2_Effect"
"445","Luxury&CBDR_C",30,"SP_covid",29153.2179803556,"CO2_Effect"
"446","Luxury&CBDR_C",45,"SP_covid",28620.4673466685,"CO2_Effect"
"447","Luxury&CBDR_C",60,"SP_covid",28172.6433535453,"CO2_Effect"
"448","Luxury&CBDR_C",75,"SP_covid",27785.4172926957,"CO2_Effect"
"449","Luxury&CBDR_C",90,"SP_covid",27443.8223512017,"CO2_Effect"
"450","Luxury&CBDR_C",105,"SP_covid",27137.9469900881,"CO2_Effect"
"451","Luxury&CBDR_C",120,"SP_covid",26860.8697863692,"CO2_Effect"
"452","Luxury&CBDR_C",135,"SP_covid",26607.5573158691,"CO2_Effect"
"453","Luxury&CBDR_C",150,"SP_covid",26374.2292139997,"CO2_Effect"
"454","Luxury&CBDR_C",165,"SP_covid",26157.9704193491,"CO2_Effect"
"455","Luxury&CBDR_C",180,"SP_covid",25956.4831374613,"CO2_Effect"
"456","Luxury&CBDR_C",0,"PerfectTargeted",30706.615004915,"CO2_Effect"
"457","Luxury&CBDR_C",15,"PerfectTargeted",29833.1922134378,"CO2_Effect"
"458","Luxury&CBDR_C",30,"PerfectTargeted",29178.8000297976,"CO2_Effect"
"459","Luxury&CBDR_C",45,"PerfectTargeted",28653.8779133629,"CO2_Effect"
"460","Luxury&CBDR_C",60,"PerfectTargeted",28209.8265978865,"CO2_Effect"
"461","Luxury&CBDR_C",75,"PerfectTargeted",27826.9681769688,"CO2_Effect"
"462","Luxury&CBDR_C",90,"PerfectTargeted",27488.0231236112,"CO2_Effect"
"463","Luxury&CBDR_C",105,"PerfectTargeted",27186.0597452191,"CO2_Effect"
"464","Luxury&CBDR_C",120,"PerfectTargeted",26910.0140974314,"CO2_Effect"
"465","Luxury&CBDR_C",135,"PerfectTargeted",26656.7309398389,"CO2_Effect"
"466","Luxury&CBDR_C",150,"PerfectTargeted",26427.9849486635,"CO2_Effect"
"467","Luxury&CBDR_C",165,"PerfectTargeted",26211.3299530688,"CO2_Effect"
"468","Luxury&CBDR_C",180,"PerfectTargeted",26012.401610304,"CO2_Effect"
"469","Universal_P",0,"Null",1442.18723231669,"NPL_Effect"
"470","Universal_P",15,"Null",1447.7963533598,"NPL_Effect"
"471","Universal_P",30,"Null",1459.2828670454,"NPL_Effect"
"472","Universal_P",45,"Null",1520.44160234116,"NPL_Effect"
"473","Universal_P",60,"Null",1559.96980047827,"NPL_Effect"
"474","Universal_P",75,"Null",1647.99270050753,"NPL_Effect"
"475","Universal_P",90,"Null",1684.09428925495,"NPL_Effect"
"476","Universal_P",105,"Null",1778.28829151879,"NPL_Effect"
"477","Universal_P",120,"Null",1805.89130365284,"NPL_Effect"
"478","Universal_P",135,"Null",1897.60231719033,"NPL_Effect"
"479","Universal_P",150,"Null",1940.7223105871,"NPL_Effect"
"480","Universal_P",165,"Null",1962.39800899766,"NPL_Effect"
"481","Universal_P",180,"Null",2068.59862886465,"NPL_Effect"
"482","Universal_P",0,"Universal",1442.18723231669,"NPL_Effect"
"483","Universal_P",15,"Universal",1310.91291393385,"NPL_Effect"
"484","Universal_P",30,"Universal",1250.14931119741,"NPL_Effect"
"485","Universal_P",45,"Universal",1232.3145184555,"NPL_Effect"
"486","Universal_P",60,"Universal",1175.15593911154,"NPL_Effect"
"487","Universal_P",75,"Universal",1129.16197667153,"NPL_Effect"
"488","Universal_P",90,"Universal",1086.67564259557,"NPL_Effect"
"489","Universal_P",105,"Universal",1057.50108287383,"NPL_Effect"
"490","Universal_P",120,"Universal",1018.90646993799,"NPL_Effect"
"491","Universal_P",135,"Universal",991.544347477814,"NPL_Effect"
"492","Universal_P",150,"Universal",957.552800067106,"NPL_Effect"
"493","Universal_P",165,"Universal",932.846335421441,"NPL_Effect"
"494","Universal_P",180,"Universal",916.888152254299,"NPL_Effect"
"495","Universal_P",0,"Cash",1442.18723231669,"NPL_Effect"
"496","Universal_P",15,"Cash",1322.72780402754,"NPL_Effect"
"497","Universal_P",30,"Cash",1256.56522698672,"NPL_Effect"
"498","Universal_P",45,"Cash",1263.1868415624,"NPL_Effect"
"499","Universal_P",60,"Cash",1268.50473696527,"NPL_Effect"
"500","Universal_P",75,"Cash",1309.58436420829,"NPL_Effect"
"501","Universal_P",90,"Cash",1316.17560899336,"NPL_Effect"
"502","Universal_P",105,"Cash",1370.20542414982,"NPL_Effect"
"503","Universal_P",120,"Cash",1373.01610005793,"NPL_Effect"
"504","Universal_P",135,"Cash",1427.61524292222,"NPL_Effect"
"505","Universal_P",150,"Cash",1443.28541868171,"NPL_Effect"
"506","Universal_P",165,"Cash",1447.22344017125,"NPL_Effect"
"507","Universal_P",180,"Cash",1515.36465738654,"NPL_Effect"
"508","Universal_P",0,"SP_current",1442.18723231669,"NPL_Effect"
"509","Universal_P",15,"SP_current",1323.65760692978,"NPL_Effect"
"510","Universal_P",30,"SP_current",1257.56083043769,"NPL_Effect"
"511","Universal_P",45,"SP_current",1217.19851305706,"NPL_Effect"
"512","Universal_P",60,"SP_current",1185.04323452519,"NPL_Effect"
"513","Universal_P",75,"SP_current",1165.56453572105,"NPL_Effect"
"514","Universal_P",90,"SP_current",1124.02462724817,"NPL_Effect"
"515","Universal_P",105,"SP_current",1103.52449378755,"NPL_Effect"
"516","Universal_P",120,"SP_current",1083.95618104959,"NPL_Effect"
"517","Universal_P",135,"SP_current",1087.19866230004,"NPL_Effect"
"518","Universal_P",150,"SP_current",1082.80636700873,"NPL_Effect"
"519","Universal_P",165,"SP_current",1072.21931599616,"NPL_Effect"
"520","Universal_P",180,"SP_current",1091.80139210975,"NPL_Effect"
"521","Universal_P",0,"SP_covid",1442.18723231669,"NPL_Effect"
"522","Universal_P",15,"SP_covid",1311.32679983635,"NPL_Effect"
"523","Universal_P",30,"SP_covid",1228.23360277482,"NPL_Effect"
"524","Universal_P",45,"SP_covid",1205.20956702327,"NPL_Effect"
"525","Universal_P",60,"SP_covid",1149.72717206646,"NPL_Effect"
"526","Universal_P",75,"SP_covid",1108.77315419028,"NPL_Effect"
"527","Universal_P",90,"SP_covid",1068.30015626885,"NPL_Effect"
"528","Universal_P",105,"SP_covid",1033.18744662281,"NPL_Effect"
"529","Universal_P",120,"SP_covid",999.510555417431,"NPL_Effect"
"530","Universal_P",135,"SP_covid",973.367154676788,"NPL_Effect"
"531","Universal_P",150,"SP_covid",941.789979684457,"NPL_Effect"
"532","Universal_P",165,"SP_covid",921.120076511927,"NPL_Effect"
"533","Universal_P",180,"SP_covid",919.119623761778,"NPL_Effect"
"534","Universal_P",0,"PerfectTargeted",1442.18723231669,"NPL_Effect"
"535","Universal_P",15,"PerfectTargeted",1137.20288644571,"NPL_Effect"
"536","Universal_P",30,"PerfectTargeted",1032.49240457555,"NPL_Effect"
"537","Universal_P",45,"PerfectTargeted",939.014645097995,"NPL_Effect"
"538","Universal_P",60,"PerfectTargeted",890.596670496732,"NPL_Effect"
"539","Universal_P",75,"PerfectTargeted",839.682493250584,"NPL_Effect"
"540","Universal_P",90,"PerfectTargeted",792.315107270268,"NPL_Effect"
"541","Universal_P",105,"PerfectTargeted",754.389235898644,"NPL_Effect"
"542","Universal_P",120,"PerfectTargeted",720.232793280991,"NPL_Effect"
"543","Universal_P",135,"PerfectTargeted",695.094911262677,"NPL_Effect"
"544","Universal_P",150,"PerfectTargeted",660.920632895329,"NPL_Effect"
"545","Universal_P",165,"PerfectTargeted",639.697645106444,"NPL_Effect"
"546","Universal_P",180,"PerfectTargeted",636.518078488216,"NPL_Effect"
"547","Universal_C",0,"Null",1442.18723231669,"NPL_Effect"
"548","Universal_C",15,"Null",1447.7963533598,"NPL_Effect"
"549","Universal_C",30,"Null",1459.2828670454,"NPL_Effect"
"550","Universal_C",45,"Null",1520.44160234116,"NPL_Effect"
"551","Universal_C",60,"Null",1559.96980047827,"NPL_Effect"
"552","Universal_C",75,"Null",1647.99270050753,"NPL_Effect"
"553","Universal_C",90,"Null",1684.09428925495,"NPL_Effect"
"554","Universal_C",105,"Null",1778.28829151879,"NPL_Effect"
"555","Universal_C",120,"Null",1805.89130365284,"NPL_Effect"
"556","Universal_C",135,"Null",1897.60231719033,"NPL_Effect"
"557","Universal_C",150,"Null",1940.7223105871,"NPL_Effect"
"558","Universal_C",165,"Null",1962.39800899766,"NPL_Effect"
"559","Universal_C",180,"Null",2068.59862886465,"NPL_Effect"
"560","Universal_C",0,"Universal",1442.18723231669,"NPL_Effect"
"561","Universal_C",15,"Universal",1285.9161592345,"NPL_Effect"
"562","Universal_C",30,"Universal",1210.60106198078,"NPL_Effect"
"563","Universal_C",45,"Universal",1193.30428934281,"NPL_Effect"
"564","Universal_C",60,"Universal",1131.98158955157,"NPL_Effect"
"565","Universal_C",75,"Universal",1069.24413060561,"NPL_Effect"
"566","Universal_C",90,"Universal",1048.13348495199,"NPL_Effect"
"567","Universal_C",105,"Universal",995.714468574573,"NPL_Effect"
"568","Universal_C",120,"Universal",929.044813410552,"NPL_Effect"
"569","Universal_C",135,"Universal",883.264111593615,"NPL_Effect"
"570","Universal_C",150,"Universal",853.229272659863,"NPL_Effect"
"571","Universal_C",165,"Universal",819.078985774051,"NPL_Effect"
"572","Universal_C",180,"Universal",784.053174554911,"NPL_Effect"
"573","Universal_C",0,"Cash",1442.18723231669,"NPL_Effect"
"574","Universal_C",15,"Cash",1308.1040402488,"NPL_Effect"
"575","Universal_C",30,"Cash",1237.73150127935,"NPL_Effect"
"576","Universal_C",45,"Cash",1238.45719513938,"NPL_Effect"
"577","Universal_C",60,"Cash",1240.17000754852,"NPL_Effect"
"578","Universal_C",75,"Cash",1284.60208789759,"NPL_Effect"
"579","Universal_C",90,"Cash",1294.62908016706,"NPL_Effect"
"580","Universal_C",105,"Cash",1347.39553425727,"NPL_Effect"
"581","Universal_C",120,"Cash",1346.21641653786,"NPL_Effect"
"582","Universal_C",135,"Cash",1396.90692810957,"NPL_Effect"
"583","Universal_C",150,"Cash",1411.5840603315,"NPL_Effect"
"584","Universal_C",165,"Cash",1412.56314895392,"NPL_Effect"
"585","Universal_C",180,"Cash",1479.93753577185,"NPL_Effect"
"586","Universal_C",0,"SP_current",1442.18723231669,"NPL_Effect"
"587","Universal_C",15,"SP_current",1307.41178854139,"NPL_Effect"
"588","Universal_C",30,"SP_current",1232.35531279093,"NPL_Effect"
"589","Universal_C",45,"SP_current",1188.44299527592,"NPL_Effect"
"590","Universal_C",60,"SP_current",1141.95853238722,"NPL_Effect"
"591","Universal_C",75,"SP_current",1118.88750808647,"NPL_Effect"
"592","Universal_C",90,"SP_current",1076.69808745546,"NPL_Effect"
"593","Universal_C",105,"SP_current",1060.42065961909,"NPL_Effect"
"594","Universal_C",120,"SP_current",1033.62996657874,"NPL_Effect"
"595","Universal_C",135,"SP_current",1020.37726235813,"NPL_Effect"
"596","Universal_C",150,"SP_current",1015.24947767421,"NPL_Effect"
"597","Universal_C",165,"SP_current",1004.52495190425,"NPL_Effect"
"598","Universal_C",180,"SP_current",1028.03754943548,"NPL_Effect"
"599","Universal_C",0,"SP_covid",1442.18723231669,"NPL_Effect"
"600","Universal_C",15,"SP_covid",1295.41774163968,"NPL_Effect"
"601","Universal_C",30,"SP_covid",1206.95561226819,"NPL_Effect"
"602","Universal_C",45,"SP_covid",1171.09914894192,"NPL_Effect"
"603","Universal_C",60,"SP_covid",1107.51187383827,"NPL_Effect"
"604","Universal_C",75,"SP_covid",1050.81771407961,"NPL_Effect"
"605","Universal_C",90,"SP_covid",1030.37010857547,"NPL_Effect"
"606","Universal_C",105,"SP_covid",984.583420840194,"NPL_Effect"
"607","Universal_C",120,"SP_covid",928.758186244404,"NPL_Effect"
"608","Universal_C",135,"SP_covid",893.163621791654,"NPL_Effect"
"609","Universal_C",150,"SP_covid",863.224326829629,"NPL_Effect"
"610","Universal_C",165,"SP_covid",822.645281979345,"NPL_Effect"
"611","Universal_C",180,"SP_covid",805.674376873796,"NPL_Effect"
"612","Universal_C",0,"PerfectTargeted",1442.18723231669,"NPL_Effect"
"613","Universal_C",15,"PerfectTargeted",1133.5155227132,"NPL_Effect"
"614","Universal_C",30,"PerfectTargeted",976.866248217013,"NPL_Effect"
"615","Universal_C",45,"PerfectTargeted",861.232106647735,"NPL_Effect"
"616","Universal_C",60,"PerfectTargeted",778.687180888625,"NPL_Effect"
"617","Universal_C",75,"PerfectTargeted",733.440094684468,"NPL_Effect"
"618","Universal_C",90,"PerfectTargeted",679.498883377685,"NPL_Effect"
"619","Universal_C",105,"PerfectTargeted",629.865339018496,"NPL_Effect"
"620","Universal_C",120,"PerfectTargeted",582.791790382083,"NPL_Effect"
"621","Universal_C",135,"PerfectTargeted",546.88756186281,"NPL_Effect"
"622","Universal_C",150,"PerfectTargeted",513.278326239146,"NPL_Effect"
"623","Universal_C",165,"PerfectTargeted",475.722599672911,"NPL_Effect"
"624","Universal_C",180,"PerfectTargeted",456.263154317829,"NPL_Effect"
"625","Luxury",0,"Null",1442.18723231669,"NPL_Effect"
"626","Luxury",15,"Null",1447.16159559244,"NPL_Effect"
"627","Luxury",30,"Null",1456.55605013166,"NPL_Effect"
"628","Luxury",45,"Null",1464.72262415866,"NPL_Effect"
"629","Luxury",60,"Null",1544.32643782272,"NPL_Effect"
"630","Luxury",75,"Null",1592.01682970552,"NPL_Effect"
"631","Luxury",90,"Null",1660.80403734331,"NPL_Effect"
"632","Luxury",105,"Null",1692.73727204071,"NPL_Effect"
"633","Luxury",120,"Null",1729.76755266332,"NPL_Effect"
"634","Luxury",135,"Null",1811.13628887728,"NPL_Effect"
"635","Luxury",150,"Null",1855.31073051012,"NPL_Effect"
"636","Luxury",165,"Null",1876.93508897812,"NPL_Effect"
"637","Luxury",180,"Null",1967.52622894458,"NPL_Effect"
"638","Luxury",0,"Universal",1442.18723231669,"NPL_Effect"
"639","Luxury",15,"Universal",1283.6990125164,"NPL_Effect"
"640","Luxury",30,"Universal",1208.39371699775,"NPL_Effect"
"641","Luxury",45,"Universal",1143.55357740109,"NPL_Effect"
"642","Luxury",60,"Universal",1111.54100413431,"NPL_Effect"
"643","Luxury",75,"Universal",1051.1546421121,"NPL_Effect"
"644","Luxury",90,"Universal",1000.98648070378,"NPL_Effect"
"645","Luxury",105,"Universal",927.252113646525,"NPL_Effect"
"646","Luxury",120,"Universal",885.660065800635,"NPL_Effect"
"647","Luxury",135,"Universal",834.952608900709,"NPL_Effect"
"648","Luxury",150,"Universal",801.859346333843,"NPL_Effect"
"649","Luxury",165,"Universal",773.256592623781,"NPL_Effect"
"650","Luxury",180,"Universal",747.269330943781,"NPL_Effect"
"651","Luxury",0,"Cash",1442.18723231669,"NPL_Effect"
"652","Luxury",15,"Cash",1305.69581516286,"NPL_Effect"
"653","Luxury",30,"Cash",1232.24260984338,"NPL_Effect"
"654","Luxury",45,"Cash",1199.41426802278,"NPL_Effect"
"655","Luxury",60,"Cash",1225.31402127025,"NPL_Effect"
"656","Luxury",75,"Cash",1242.7823012808,"NPL_Effect"
"657","Luxury",90,"Cash",1275.66495901354,"NPL_Effect"
"658","Luxury",105,"Cash",1278.99504751591,"NPL_Effect"
"659","Luxury",120,"Cash",1288.56910207572,"NPL_Effect"
"660","Luxury",135,"Cash",1331.74484827132,"NPL_Effect"
"661","Luxury",150,"Cash",1350.07800881172,"NPL_Effect"
"662","Luxury",165,"Cash",1353.47335005908,"NPL_Effect"
"663","Luxury",180,"Cash",1410.36514141791,"NPL_Effect"
"664","Luxury",0,"SP_current",1442.18723231669,"NPL_Effect"
"665","Luxury",15,"SP_current",1305.56587126188,"NPL_Effect"
"666","Luxury",30,"SP_current",1228.923193085,"NPL_Effect"
"667","Luxury",45,"SP_current",1174.90063383679,"NPL_Effect"
"668","Luxury",60,"SP_current",1103.07328150528,"NPL_Effect"
"669","Luxury",75,"SP_current",1084.03849387641,"NPL_Effect"
"670","Luxury",90,"SP_current",1040.15363478704,"NPL_Effect"
"671","Luxury",105,"SP_current",1003.08571527216,"NPL_Effect"
"672","Luxury",120,"SP_current",985.703502307296,"NPL_Effect"
"673","Luxury",135,"SP_current",982.113560138203,"NPL_Effect"
"674","Luxury",150,"SP_current",980.135867445262,"NPL_Effect"
"675","Luxury",165,"SP_current",972.266965709622,"NPL_Effect"
"676","Luxury",180,"SP_current",987.369325041331,"NPL_Effect"
"677","Luxury",0,"SP_covid",1442.18723231669,"NPL_Effect"
"678","Luxury",15,"SP_covid",1294.56086280336,"NPL_Effect"
"679","Luxury",30,"SP_covid",1199.30296595353,"NPL_Effect"
"680","Luxury",45,"SP_covid",1125.51484252718,"NPL_Effect"
"681","Luxury",60,"SP_covid",1093.35099533464,"NPL_Effect"
"682","Luxury",75,"SP_covid",1041.06320481267,"NPL_Effect"
"683","Luxury",90,"SP_covid",982.231436859838,"NPL_Effect"
"684","Luxury",105,"SP_covid",919.685038048605,"NPL_Effect"
"685","Luxury",120,"SP_covid",894.239955167105,"NPL_Effect"
"686","Luxury",135,"SP_covid",840.608105174759,"NPL_Effect"
"687","Luxury",150,"SP_covid",809.531172817732,"NPL_Effect"
"688","Luxury",165,"SP_covid",784.990733640762,"NPL_Effect"
"689","Luxury",180,"SP_covid",761.536198505466,"NPL_Effect"
"690","Luxury",0,"PerfectTargeted",1442.18723231669,"NPL_Effect"
"691","Luxury",15,"PerfectTargeted",1102.18945275846,"NPL_Effect"
"692","Luxury",30,"PerfectTargeted",971.844109710206,"NPL_Effect"
"693","Luxury",45,"PerfectTargeted",853.561570219009,"NPL_Effect"
"694","Luxury",60,"PerfectTargeted",758.388270757045,"NPL_Effect"
"695","Luxury",75,"PerfectTargeted",711.764261322775,"NPL_Effect"
"696","Luxury",90,"PerfectTargeted",655.531600565159,"NPL_Effect"
"697","Luxury",105,"PerfectTargeted",612.199982169887,"NPL_Effect"
"698","Luxury",120,"PerfectTargeted",566.747473074423,"NPL_Effect"
"699","Luxury",135,"PerfectTargeted",530.157897990942,"NPL_Effect"
"700","Luxury",150,"PerfectTargeted",490.483225319286,"NPL_Effect"
"701","Luxury",165,"PerfectTargeted",465.152989962697,"NPL_Effect"
"702","Luxury",180,"PerfectTargeted",438.067232340279,"NPL_Effect"
"703","CBDR_P",0,"Null",1442.18723231669,"NPL_Effect"
"704","CBDR_P",15,"Null",1446.05132257114,"NPL_Effect"
"705","CBDR_P",30,"Null",1453.63523965446,"NPL_Effect"
"706","CBDR_P",45,"Null",1472.33798216838,"NPL_Effect"
"707","CBDR_P",60,"Null",1479.56030107828,"NPL_Effect"
"708","CBDR_P",75,"Null",1496.23449123175,"NPL_Effect"
"709","CBDR_P",90,"Null",1512.825579981,"NPL_Effect"
"710","CBDR_P",105,"Null",1529.32191916412,"NPL_Effect"
"711","CBDR_P",120,"Null",1555.02789942441,"NPL_Effect"
"712","CBDR_P",135,"Null",1579.68252111945,"NPL_Effect"
"713","CBDR_P",150,"Null",1592.02271239586,"NPL_Effect"
"714","CBDR_P",165,"Null",1616.37187995311,"NPL_Effect"
"715","CBDR_P",180,"Null",1629.25686746425,"NPL_Effect"
"716","CBDR_P",0,"Universal",1442.18723231669,"NPL_Effect"
"717","CBDR_P",15,"Universal",1358.97693881428,"NPL_Effect"
"718","CBDR_P",30,"Universal",1352.73535886185,"NPL_Effect"
"719","CBDR_P",45,"Universal",1345.52034253269,"NPL_Effect"
"720","CBDR_P",60,"Universal",1333.85267682024,"NPL_Effect"
"721","CBDR_P",75,"Universal",1325.38481298399,"NPL_Effect"
"722","CBDR_P",90,"Universal",1320.88475751418,"NPL_Effect"
"723","CBDR_P",105,"Universal",1313.61237824347,"NPL_Effect"
"724","CBDR_P",120,"Universal",1309.25761456161,"NPL_Effect"
"725","CBDR_P",135,"Universal",1314.44340660605,"NPL_Effect"
"726","CBDR_P",150,"Universal",1313.19815577336,"NPL_Effect"
"727","CBDR_P",165,"Universal",1309.13054540391,"NPL_Effect"
"728","CBDR_P",180,"Universal",1305.13138588433,"NPL_Effect"
"729","CBDR_P",0,"Cash",1442.18723231669,"NPL_Effect"
"730","CBDR_P",15,"Cash",1383.50464997556,"NPL_Effect"
"731","CBDR_P",30,"Cash",1367.55173805729,"NPL_Effect"
"732","CBDR_P",45,"Cash",1351.16037647695,"NPL_Effect"
"733","CBDR_P",60,"Cash",1339.58760646433,"NPL_Effect"
"734","CBDR_P",75,"Cash",1339.27309372541,"NPL_Effect"
"735","CBDR_P",90,"Cash",1325.41054287452,"NPL_Effect"
"736","CBDR_P",105,"Cash",1328.87196657341,"NPL_Effect"
"737","CBDR_P",120,"Cash",1321.7091507552,"NPL_Effect"
"738","CBDR_P",135,"Cash",1328.10438946159,"NPL_Effect"
"739","CBDR_P",150,"Cash",1312.71949542262,"NPL_Effect"
"740","CBDR_P",165,"Cash",1320.21967512976,"NPL_Effect"
"741","CBDR_P",180,"Cash",1309.85646147813,"NPL_Effect"
"742","CBDR_P",0,"SP_current",1442.18723231669,"NPL_Effect"
"743","CBDR_P",15,"SP_current",1355.25876925795,"NPL_Effect"
"744","CBDR_P",30,"SP_current",1340.79483496342,"NPL_Effect"
"745","CBDR_P",45,"SP_current",1332.72300230725,"NPL_Effect"
"746","CBDR_P",60,"SP_current",1322.29758437299,"NPL_Effect"
"747","CBDR_P",75,"SP_current",1315.87802702235,"NPL_Effect"
"748","CBDR_P",90,"SP_current",1313.03079795848,"NPL_Effect"
"749","CBDR_P",105,"SP_current",1313.73913694187,"NPL_Effect"
"750","CBDR_P",120,"SP_current",1318.64065801751,"NPL_Effect"
"751","CBDR_P",135,"SP_current",1320.36829262682,"NPL_Effect"
"752","CBDR_P",150,"SP_current",1314.82550946885,"NPL_Effect"
"753","CBDR_P",165,"SP_current",1317.39332540855,"NPL_Effect"
"754","CBDR_P",180,"SP_current",1313.18006976444,"NPL_Effect"
"755","CBDR_P",0,"SP_covid",1442.18723231669,"NPL_Effect"
"756","CBDR_P",15,"SP_covid",1350.32565423338,"NPL_Effect"
"757","CBDR_P",30,"SP_covid",1343.27749153534,"NPL_Effect"
"758","CBDR_P",45,"SP_covid",1331.29164954195,"NPL_Effect"
"759","CBDR_P",60,"SP_covid",1322.04658238403,"NPL_Effect"
"760","CBDR_P",75,"SP_covid",1310.08744992165,"NPL_Effect"
"761","CBDR_P",90,"SP_covid",1305.67394583487,"NPL_Effect"
"762","CBDR_P",105,"SP_covid",1300.77268900197,"NPL_Effect"
"763","CBDR_P",120,"SP_covid",1299.99354924275,"NPL_Effect"
"764","CBDR_P",135,"SP_covid",1292.90634546567,"NPL_Effect"
"765","CBDR_P",150,"SP_covid",1287.46783204844,"NPL_Effect"
"766","CBDR_P",165,"SP_covid",1287.30840994125,"NPL_Effect"
"767","CBDR_P",180,"SP_covid",1284.54278407388,"NPL_Effect"
"768","CBDR_P",0,"PerfectTargeted",1442.18723231669,"NPL_Effect"
"769","CBDR_P",15,"PerfectTargeted",1351.17359271586,"NPL_Effect"
"770","CBDR_P",30,"PerfectTargeted",1306.15655289267,"NPL_Effect"
"771","CBDR_P",45,"PerfectTargeted",1278.56068410191,"NPL_Effect"
"772","CBDR_P",60,"PerfectTargeted",1223.48478794762,"NPL_Effect"
"773","CBDR_P",75,"PerfectTargeted",1216.62652199458,"NPL_Effect"
"774","CBDR_P",90,"PerfectTargeted",1170.41189922062,"NPL_Effect"
"775","CBDR_P",105,"PerfectTargeted",1115.52993154006,"NPL_Effect"
"776","CBDR_P",120,"PerfectTargeted",1089.5549596981,"NPL_Effect"
"777","CBDR_P",135,"PerfectTargeted",1079.43038455909,"NPL_Effect"
"778","CBDR_P",150,"PerfectTargeted",1066.1141132822,"NPL_Effect"
"779","CBDR_P",165,"PerfectTargeted",1028.75471914358,"NPL_Effect"
"780","CBDR_P",180,"PerfectTargeted",1052.36941847869,"NPL_Effect"
