"","Pop","PPop_npl_ori","PR_npl_ori","PPop_ipl_ori","PR_ipl_ori","Gini_ori","PPop_npl_tax","PR_npl_tax","PPop_ipl_tax","PR_ipl_tax","Gini_tax","CO2_ori","CO2_tax","IPL_Change_rate","NPL_Change_rate"
"Fiji",877460,215991.680807768,0.246155586360368,11822.1886754995,0.0134731938498616,0.58837744256278,177163.695761825,0.201905153239834,3756.40347789152,0.00428099682936147,0.580046453802569,2.5947519961702,2.58466041160613,-0.682258202689968,-0.17976611367963
"France",66918020,12156148.9446177,0.18165733153219,10693.4719969603,0.000159799587569391,0.179055864400761,12156148.9446177,0.18165733153219,9863.97936357581,0.000147403933403526,0.180103102241133,441.300575908987,431.592759666263,-0.0775700009894133,0
"Micronesia, Fed. Sts.",111461,45356.3282768324,0.406925545947304,18627.5013337543,0.167121247196367,0.457786729542352,40650.8837217162,0.364709483332432,12701.0904457817,0.113950982368557,0.4422417905,0.177720444079477,0.179310053850669,-0.31815382974814,-0.10374394784332
"Gabon",2064812,683744.572323753,0.33114132052882,48788.1665515865,0.0236283819309392,0.424373699104806,630510.535045388,0.305359778539348,41751.1602232344,0.0202203204084606,0.420324057635034,3.85192546677114,3.74927280498623,-0.144235924932976,-0.0778566140531771
"United Kingdom",66058859,18753337.6102702,0.283888306491491,173104.305321432,0.00262045557464794,0.220647603872985,18753337.6102702,0.283888306491491,173104.305321432,0.00262045557464794,0.221881830689725,582.445840837237,567.059124999567,0,0
"Georgia",3728004,835650.812061987,0.224155020236563,232791.274498931,0.0624439443999875,0.520562444155053,775432.138764321,0.208001959966867,166093.972340944,0.0445530563649995,0.511151200449871,13.5286518315238,13.1895645354422,-0.286511177455208,-0.0720620053597205
"Ghana",29121464,6908420.02183623,0.237227771991004,7551880.06502938,0.259323503276806,0.385860864889101,6011052.96999475,0.206413144957092,6586984.33313492,0.226190013425662,0.378374866821835,23.878761443647,24.0659706984845,-0.127768942777921,-0.129894686340013
"Guinea",12067516,5330193.71556491,0.441697671299124,1572267.74012905,0.130289260866035,0.37470705752867,5157003.13047235,0.427345870556323,1530650.64758439,0.126840573286531,0.376033241228769,4.4920373207962,4.43415561809308,-0.0264694692147326,-0.0324923622544566
"Gambia, The",2213900,969974.660344577,0.438129391727077,295526.472781634,0.133486820895991,0.363649111210377,917929.128329933,0.414620862879955,272081.939739523,0.122897122606948,0.358145074611182,1.24615355985714,1.22136592785767,-0.0793314142771706,-0.0536565893341534
"Guinea-Bissau",1828146,901724.08213932,0.49324511397849,422143.122588521,0.230913243574923,0.369138669951724,883707.6483357,0.483390083907795,413708.716480214,0.22629960434244,0.375406163371236,1.12765638841425,1.11624115630882,-0.0199799680653053,-0.0199799851866842
"Greece",10754679,3221779.63188915,0.299570041271259,101005.559891921,0.0093917782103883,0.205004025899877,3221779.63188915,0.299570041271259,82933.178874131,0.00771135790051297,0.205851982297663,74.9434683607016,73.2081347988262,-0.178924616002601,0
"Guatemala",16087418,9639088.13432086,0.599169371636944,1479783.30282603,0.0919838909404874,0.448625222288617,9354659.57956818,0.581489184875297,1281560.38425367,0.0796622791956837,0.445027283831403,21.7409206651319,21.6554348367529,-0.133954017587445,-0.0295078280008604
"Guyana",775218,138143.765488173,0.17819989407905,58592.7654062366,0.075582307694399,0.481852813187384,118586.969675595,0.152972415082718,43324.1305067028,0.0558863835807512,0.475149505493818,2.95061407791226,2.93264355589725,-0.260589081154867,-0.141568428683468
"Honduras",9429016,4747830.86675784,0.503534076806937,1346502.25086787,0.142804111358796,0.529769081518055,4668975.84762319,0.495171060015508,931438.266694426,0.0987842492466262,0.517470190172623,8.23913947337832,8.1806333084173,-0.308253464786945,-0.0166086411558494
"Croatia",4124531,857809.416912528,0.207977444444599,20920.8711488091,0.00507230304459079,0.195437146085468,737704.063471001,0.178857684296954,18679.8629499382,0.00452896655400049,0.204448327973319,21.9733348412074,21.3868194528087,-0.107118302241371,-0.140014030008923
"Haiti",10982367,6285658.07407289,0.572340923780174,3288145.20570366,0.299402233207437,0.405860540205896,5737979.13915554,0.522471989795601,2613611.37217624,0.237982519813464,0.389763602313307,6.41326442178614,6.46869541549316,-0.205141133170569,-0.0871315188423025
"Hungary",9787966,1180426.90922184,0.120599817083738,61643.5238948141,0.00629788905016774,0.21940051438934,1180426.90922184,0.120599817083738,61643.5238948141,0.00629788905016774,0.219097496727621,46.1681580231434,44.5141936437323,0,0
"Indonesia",264650969,25395741.8030421,0.0959593758488829,12480468.7210126,0.0471582203842698,0.407080529817391,16068441.4520687,0.0607155965186309,7180623.27708336,0.0271324276809406,0.400891003918934,504.664747351017,491.323762932369,-0.424651153927112,-0.367278121793477
"India",1338676779,313863856.937386,0.23445828138727,191509315.688858,0.143058667105526,0.472552734794369,270136387.601605,0.201793585904582,127575611.222535,0.0952997864935213,0.458279128908795,1970.06882831087,1948.54406018334,-0.333841224571004,-0.139319862320127
"Ireland",4807388,708263.254719521,0.147328082259955,11915.812884684,0.00247864596838949,0.186240578759682,607271.55070785,0.126320478128216,10624.5871679116,0.00221005401850478,0.187217249440009,53.8740658374775,52.5992733493098,-0.108362369337979,-0.142590630445264
"Iran, Islamic Rep.",80673888,852709.575352036,0.0105698336412401,261933.63220809,0.00324682048555897,0.392108244190036,569572.441742503,0.00706018336121972,169428.323551192,0.00210016311041302,0.380019165881114,530.97286302843,511.611806776728,-0.353163157694116,-0.332044041481111
"Iraq",37552789,6736470.620944,0.17938669271526,32171.9607495258,0.000856712952785632,0.347431815194493,5935822.46273694,0.158066088320016,19031.6811281368,0.000506798073723281,0.338877342143789,162.906805927222,155.639690656467,-0.408438880169362,-0.118852764787217
"Iceland",343400,18006.385790747,0.0524356021862173,0,0,0.307049698797156,10835.8490946885,0.0315545984120224,0,0,0.304807165338421,4.17134578525594,4.09776052802729,NA,-0.398221874138856
"Israel",8713300,369007.550247756,0.0423499191176427,38792.4311727675,0.00445209405997354,0.388712084051319,343449.605301225,0.0394167083999432,30265.78310934,0.00347351555774965,0.385494064915905,84.6912832614868,82.9218007017221,-0.219801848083531,-0.0692613062507014
"Italy",60536709,12231301.3566913,0.202047675843946,865622.931904265,0.0142991409048065,0.351176641438621,10898204.2555726,0.18002637466752,714984.560458515,0.0118107603183139,0.349131751662659,399.799484236402,392.144789245556,-0.174023083138941,-0.108990618597534
"Jamaica",2920848,413398.235832699,0.141533635380102,1625.12825406816,0.000556389190422838,0.515267797759526,328174.858067658,0.112356020603488,11.4984717677327,3.93668953938471e-06,0.510236477500869,8.99630946268596,8.91399929792992,-0.992924575805664,-0.20615322073975
"Jordan",9785840,1476912.43341537,0.150923419289031,5237.92235412512,0.000535255262105769,0.373114131760011,1336867.77189452,0.136612469843623,0,0,0.368457131942861,32.843369669361,32.0359377532689,-1,-0.0948225895810187
"Japan",126972000,1825558.91043779,0.0143776494852234,904327.262729024,0.00712225736956986,0.207890475874902,1571735.51301965,0.0123785993212649,787557.864879331,0.00620261053523085,0.210563388967275,1213.02396623451,1195.37125458061,-0.12912294327754,-0.139038732722827
"Kazakhstan",18037776,691050.504898197,0.038311292084911,7400.76199741673,0.000410292377364966,0.331324235314856,206598.801242003,0.0114536737368289,113.188124666373,6.27505988911125e-06,0.318698004505747,158.224402907424,147.95002224968,-0.984705882352941,-0.701036610526117
"Kenya",50221146,17655403.610546,0.351553180617304,15128294.271423,0.301233553519925,0.547501803819353,13903914.8960982,0.276853795731745,11524472.007878,0.229474492833716,0.523540511634737,31.2066639264812,31.6184551562033,-0.238217356093642,-0.212483882963004
"Kyrgyz Republic",6198200,1674023.83431898,0.270082255222319,83850.4707942788,0.0135281970240197,0.335773280704797,1399999.01998439,0.225871869249845,43433.7576810124,0.00700747921671007,0.325902555332841,15.7820235575653,14.8462819779568,-0.482009376100297,-0.163692301577095
"Cambodia",16009413,5507226.9536602,0.343999305512338,621678.944747564,0.0388320886435726,0.325533753474361,5276235.61003795,0.329570834985515,607041.326824894,0.037917775425301,0.326852614242746,16.0568543804045,15.7594915648218,-0.023545301069531,-0.0419433129533051
"Kiribati",114153,25451.8166429083,0.222962310608642,1713.93306152278,0.0150143497019156,0.457786729542352,20266.5995472227,0.177538913101037,713.751149312825,0.00625258336892439,0.452107287900193,0.0912151754418087,0.0911421994237647,-0.583559495212328,-0.203726797518416
"Korea, Rep.",51361911,640597.312063049,0.0124722250319512,118483.844724865,0.00230684260803429,0.413498072079012,548075.489584962,0.010670854703692,89243.5012863531,0.00173754246189074,0.408726676680082,512.985454980019,502.878445289966,-0.246787597975166,-0.144430550574931
"Lao PDR",6953031,1196776.38141616,0.172122975061691,453809.130283776,0.0652678134591627,0.344274322131133,1120117.88624117,0.161097784008322,420505.320557003,0.060477987306112,0.342350647548424,9.9306372683386,9.69363064382077,-0.0733872624068778,-0.0640541511057269
"Lebanon",6819373,1848625.40743333,0.271084366177555,1049.91241493098,0.000153960256306698,0.471050188060343,1774828.26557763,0.260262675993471,983.838405493782,0.000144271094350431,0.470680500321312,36.4125958116513,35.6852682340382,-0.0629328775405884,-0.0399200084338175
"Liberia",4702224,2693709.58401701,0.572858626900168,1307095.89156433,0.277973973924749,0.43221525317676,2536062.12336717,0.539332478284142,926237.860224643,0.196978676520864,0.408099171500743,2.83188647785756,2.82193608712687,-0.29137726910294,-0.0585242973426811
"St. Lucia",180955,45537.6217484699,0.251651635757342,9098.50155086419,0.0502804650375187,0.479512169692636,43992.6479626121,0.243113746304949,8789.171057897,0.0485710317918654,0.475579609668287,0.743953456663933,0.737963689159615,-0.0339979601297989,-0.0339274148832708
"Sri Lanka",21444000,859701.994714751,0.0400905612159462,303956.032824181,0.0141744092904393,0.360973446414823,672173.126591061,0.0313455104733754,233634.819565115,0.0108951137644616,0.360567299858461,38.4012182179145,37.8585519857924,-0.231353240814738,-0.218132410156744
"Lesotho",2091532,1025079.01011412,0.490109168836107,619474.262635036,0.296182063021286,0.589316638232024,837155.958716189,0.400259694193629,384093.15511545,0.183642017007366,0.54310901274559,4.73793698527574,4.69471018523975,-0.379969147577421,-0.183325431058247
"Lithuania",2828403,492177.611087707,0.174012547394309,27484.0303291048,0.00971715499138729,0.258425510165576,492177.611087707,0.174012547394309,23072.0475561534,0.00815727021791216,0.259395899969586,16.7892828246152,16.3683101949118,-0.16052895882156,0
"Luxembourg",596336,107473.118950224,0.180222423181267,1123.30045215785,0.0018836703673061,0.160606687455533,107473.118950224,0.180222423181267,829.56713678256,0.00139110692090124,0.163024418835338,13.0208256359781,12.7573838156719,-0.261491317671093,0
"Latvia",1942248,420444.531764831,0.216473144400113,15516.2542889841,0.007988812082177,0.279857691611921,420444.531764831,0.216473144400113,13593.2876480451,0.00699873942361899,0.277762839668178,13.0536781548402,12.8250231511373,-0.123932400508813,0
"Morocco",35581257,1834039.72036204,0.0515451075930803,514732.953119113,0.0144664072188094,0.383516917006877,1530915.59750646,0.0430258997737619,363052.876531741,0.0102034865303309,0.378542787374097,65.2599396242445,64.0238582225483,-0.294677221787025,-0.165276749183894
"Moldova",2755158,710657.290598848,0.257937036859174,2632.0465377819,0.000955316006480174,0.528854833689048,710657.290598848,0.257937036859174,2632.0465377819,0.000955316006480174,0.532258457907636,7.10225802224222,6.84779550347383,0,0
"Madagascar",25570511,18878721.2527112,0.738300507671169,20590519.9371565,0.805244757805446,0.421205108287686,18659926.8696081,0.729743995714754,19055961.3679865,0.745231934081666,0.551582099086214,6.42442703858123,8.5213333071639,-0.0745274317430327,-0.0115894705035549
"Maldives",496398,28004.4480933673,0.0564153120950675,0,0,0.386289084045907,20908.4640973343,0.042120363291823,0,0,0.382208164749449,2.82662588372468,2.80466391100958,NA,-0.253387746559933
"Mexico",124777326,51407575.1863095,0.411994525241786,2226760.52103048,0.0178458746666079,0.413383645924679,49856255.0300363,0.399561816463644,1416106.39983934,0.01134906833826,0.410716068788137,459.115535850148,451.939851393375,-0.364050877287869,-0.0301768786146989
"Marshall Islands",58053,3353.86179268939,0.0577724112912234,470.553017395429,0.00810557623887532,0.378549064832032,1182.41987842152,0.0203679375470952,131.70445804839,0.00226869340169138,0.365200367117329,0.103338309690338,0.1045445614062,-0.72010708001111,-0.647445258180015
"North Macedonia",2074502,367037.760162584,0.176928130299505,100823.656814519,0.0486013784583091,0.219513902258117,337986.726320193,0.162924271136009,85613.7532087503,0.0412695447913525,0.269049003015014,9.31198057486689,8.89332742212788,-0.150856496246211,-0.0791499867194116
"Mali",18512429,7114207.51747732,0.38429357473713,2892165.089034,0.156228287980686,0.438146648231658,6508281.4895062,0.351562806237161,2354529.76603025,0.127186430588349,0.430172677937625,4.0923390101567,4.05113663108594,-0.1858937185302,-0.0851712613783839
"Malta",467999,181089.944203745,0.386945152027558,747.206171576205,0.00159659779524359,0.190967371088272,171368.339059314,0.366172447076412,440.398789004763,0.000941025064166298,0.204213777061005,8.03655754417829,7.92883229930349,-0.410606060606061,-0.0536838485824137
"Myanmar",53382521,13479841.8988603,0.252514149694435,1079062.77113806,0.0202137844171515,0.368576598642497,11902732.187116,0.222970589701375,813379.618666101,0.015236815411286,0.365751235366592,38.2914179185643,37.8171963982549,-0.246216586817978,-0.116997641632399
"Montenegro",622373,86113.2648373742,0.13836279021965,21649.9987570618,0.0347862114151189,0.189915746058508,84128.6190436072,0.135173953631676,16961.9489305207,0.0272536709184374,0.194690904676789,4.11884531281631,3.99678267502673,-0.216538110655179,-0.0230469231135883
"Mongolia",3113788,900553.92934782,0.28921491422917,20301.9726635464,0.00652002405544193,0.382286727248754,813216.439328258,0.26116628342336,8019.09882029129,0.00257535157187686,0.364771843037108,16.2637317728229,15.274224975403,-0.605008884940027,-0.096981965403018
"Mozambique",28649007,13333462.3041951,0.465407485299408,18779397.9858684,0.655499088881803,0.438215424894047,12815098.5518879,0.447313882533099,18032328.8553046,0.629422473711028,0.529463190588821,11.0031304023026,11.9871060417605,-0.0397813141361619,-0.0388769053739405
"Mauritania",4282582,1317638.27814308,0.307673800091411,286985.796830985,0.0670123296719095,0.409922783164265,1199218.44768468,0.280022296755714,204135.709740183,0.0476665034645415,0.398693116934725,5.44815088366708,5.35022014280606,-0.288690548471969,-0.089872791662736
"Mauritius",1264613,134051.256914766,0.106001802064953,1557.29206540746,0.00123143765358055,0.385340143918554,113014.188987771,0.0893666196597465,1210.1057591857,0.000956898085964404,0.383971060076964,6.6350490454137,6.4869873828383,-0.222942320155541,-0.156933015110562
"Malawi",17670193,9073340.87396535,0.513482839376194,11447723.6070877,0.647855040807292,0.373547372353891,3628718.7379101,0.205358183575589,7169792.76602207,0.405756335882809,0.272619358799689,3.21767080994537,3.73462238201059,-0.37369270851517,-0.600068068827637
"Malaysia",31104655,2652939.14930369,0.0852907434370737,5759.50884986804,0.000185165495321136,0.348091098564206,2196242.06380545,0.0706081473594692,2030.88199280197,6.52918990036047e-05,0.339670817811528,187.406912032536,183.078673458481,-0.647386253630203,-0.172147591707148
"Namibia",2402623,400610.767624673,0.166738921430733,358787.195550768,0.149331457973543,0.647556583369192,284536.96075409,0.1184276354443,252092.118054196,0.104923709651575,0.631210956927626,8.98044237140684,8.85171373709664,-0.297377049180328,-0.289742104434223
"Niger",21602388,8446320.05742974,0.390990109863305,11051815.8386732,0.511601580282383,0.381505571393747,4863871.86642841,0.225154361009922,7208632.85063416,0.333696110385304,0.351338778557004,3.25109711071933,3.28753839955126,-0.347742221200495,-0.424143078481859
