"","Pop","PPop_npl_ori","PR_npl_ori","PPop_ipl_ori","PR_ipl_ori","Gini_ori","PPop_npl_tax","PR_npl_tax","PPop_ipl_tax","PR_ipl_tax","Gini_tax","CO2_ori","CO2_tax","IPL_Change_rate","NPL_Change_rate"
"Bulgaria",7075947,2135625.14345298,0.30181474556734,96823.6743606437,0.0136834934406156,0.278459827508464,1393964.02221576,0.197000348111109,2717.52337306209,0.000384050837727034,0.234573546372892,36.3541532271001,31.2705409470848,-0.971933275709616,-0.347280571925684
"Bosnia and Herzegovina",3351534,537862.137059381,0.160482375252461,2555.8940651062,0.000762604247817923,0.312310921417696,158432.894518688,0.0472717551183095,239.326616992991,7.14080826848217e-05,0.233349389141755,15.2759585335237,14.2087464111008,-0.906362857420287,-0.705439584602705
"Belarus",9458989,544130.104214132,0.0575251862766869,0,0,0.188843760174716,69836.867218948,0.00738312172886002,0,0,0.129374740884646,53.1159906030383,52.1152198592211,NA,-0.871654101329661
"Belize",375775,100739.000546815,0.268083295979815,48888.3105699485,0.130099954946307,0.465175266847078,73130.3203914233,0.194611989598625,38577.0400780659,0.102659942992658,0.433393813010301,1.03600518091237,0.988129876049488,-0.21091484593499,-0.274061485676162
"Bolivia",11192853,4255333.43757136,0.380183089831642,571759.197123914,0.0510825253511249,0.416081216292232,3469530.99119086,0.309977357085889,0,0,0.347569652566472,23.2764459784954,19.6995021566528,-1,-0.184662954832743
"Brazil",207833825,55716776.8220921,0.268083295979815,10449981.3715263,0.0502804650375187,0.502793081543345,32945173.6204117,0.158516899837703,0,0,0.450934524138128,452.517226284222,456.44575705349,-1,-0.408702809108859
"Bhutan",745563,63044.0576076699,0.0845589944882859,7244.86113352572,0.00971730240573328,0.364677170108049,69270.1189019344,0.0929098129895588,9374.20526904393,0.0125733241443633,0.421255033471372,1.45117086044807,1.31266684490814,0.293910966169474,0.0987573060891792
"Botswana",2205076,442861.831702027,0.200837445830451,334802.944189386,0.151832836686529,0.587890080606119,0,0,0,0,0.438478768281696,11.4863985326619,10.1097892820806,-1,-1
"Central African Republic",4596023,3737287.49770565,0.813156830961387,3737287.49770565,0.813156830961387,0.297057666932757,3439994.04357783,0.748471894848619,3439994.04357783,0.748471894848619,0.480138585985353,0.292427144955662,0.327892227046477,-0.0795479219381235,-0.0795479219381235
"Canada",36545236,257878.184164648,0.00705641042144722,92708.1557707161,0.00253680550238384,0.469978522929364,11.4707830034457,3.1387902388825e-07,11.4707830034457,3.1387902388825e-07,0.434641846348428,507.211489801369,423.535469511532,-0.999876269968828,-0.999955518598672
"Switzerland",8451840,1304737.31833001,0.154373168248572,0,0,0.343701063184984,1135567.29538863,0.134357405652334,0,0,0.32636390551748,102.374083297341,89.3625197121978,NA,-0.129658300230051
"Chile",18470435,2023927.04942036,0.109576577347548,62019.0753349726,0.00335774849563492,0.494946061951861,591207.97050451,0.0320083403831317,55.7446260756747,3.01804619521277e-06,0.458258112355344,87.6238814256207,84.0325233703041,-0.999101169667968,-0.707890671912395
"China",1396215000,44071542.6984802,0.0315650116196146,1094370.34124,0.000783812193136446,0.407191006968709,0,0,0,0,0.30569954144408,8295.086631422,6920.92414985576,-1,-1
"Cote d'Ivoire",24437475,9405810.31038626,0.384892887271957,2828217.12429269,0.115732788444497,0.425846684228007,8232184.85438005,0.336867244033193,1906394.67893177,0.078011115261776,0.403131541324313,14.9580044076186,13.2815055524399,-0.325937650770522,-0.124776645209424
"Cameroon",24566070,9431652.3795467,0.383930045772348,6047933.39050781,0.246190513603023,0.451638599846971,9985355.25238731,0.406469380425412,6028927.72660288,0.24541685856154,0.476250299393684,9.60707200903254,8.86782323397694,-0.00314250549365518,0.0587068787693411
"Congo, Dem. Rep.",81398765,51879647.0576142,0.637351771339702,56007549.1791541,0.688063869017596,0.406370605666777,41940904.3095502,0.515252342090819,43579540.4197728,0.53538331226245,0.422080411646296,7.26121004128379,7.77624465156523,-0.221898814383526,-0.191573060183441
"Congo, Rep.",5110701,2059401.06693832,0.402958628755295,1769753.05574662,0.34628381815853,0.359543501879506,2334841.02321356,0.456853379450991,1810647.84108807,0.354285613869423,0.383221569025957,4.74972803135106,4.01993708884606,0.0231076223932288,0.133747602978926
"Colombia",48909844,17531817.1788368,0.358451709206777,2240795.91276024,0.0458148243686943,0.494737538554344,13813488.1221908,0.282427564524451,705082.887346649,0.0144159708901678,0.444548867446291,89.7196372742571,83.8208022526831,-0.685342657342623,-0.212090339450635
"Comoros",813890,351281.81136441,0.43160846227919,157310.362053798,0.193282092240718,0.577294650333006,361024.6539128,0.443579173982725,183577.681131161,0.225555887320351,0.582479345801831,0.685304072785217,0.557245336320386,0.16697767861204,0.0277351181677998
"Cabo Verde",537499,186417.747107195,0.346824360802894,23012.43794772,0.0428139176960701,0.447536227523343,127854.230492198,0.237868778346003,6440.00792965531,0.0119814323927213,0.395269639770083,1.47811114473684,1.34533139202969,-0.720150992072816,-0.314152045734793
"Costa Rica",4949955,1497730.26117311,0.302574520611422,59665.4077581197,0.0120537273082522,0.496635372329324,1327000.25135177,0.268083295979815,1100.33945913569,0.000222292820669217,0.464947709511756,14.7703939428239,14.0861977975879,-0.981558167446095,-0.113992495342666
"Cyprus",1179685,194395.932788176,0.164786305486784,1016.88872580777,0.000862000216844129,0.221336772548155,186740.152265066,0.158296623475815,584.952874345712,0.00049585514297945,0.218066971105177,8.92175730450996,7.59361644429606,-0.424762159811484,-0.039382411006779
"Czech Republic",10594438,884765.450845394,0.0835122590594606,0,0,0.138256587480801,334303.236491069,0.0315545984120224,0,0,0.127596458031303,75.3782787979962,59.7616439839199,NA,-0.622156091005088
"Germany",82657002,14394965.6726802,0.174153009719372,192011.309077351,0.0023229890321615,0.195338784391303,12009990.6639502,0.145299132237463,43104.1604156571,0.000521482262514882,0.183268667774702,770.897829584022,668.812545472703,-0.775512387146464,-0.165681187643006
"Djibouti",944100,211417.084539508,0.223935054061549,178520.302913852,0.189090459605817,0.312105649511618,93001.9410077541,0.0985085700749434,42804.4962793864,0.045338943204519,0.253252912057503,1.43373028805474,1.29316950268188,-0.760226172705732,-0.560102055090186
"Denmark",5764980,638777.460592575,0.110803066201891,9292.91051673094,0.00161195884751221,0.141137043436777,527781.679849115,0.091549611594336,1516.07020003645,0.000262979264461707,0.137544882344244,50.7414364439255,46.2144930732865,-0.836857333630091,-0.173762832271027
"Dominican Republic",10513111,2163594.90165543,0.205799682097471,98992.8149534611,0.00941612953135005,0.450854028390314,1479468.61774348,0.140726053186681,13869.0081289575,0.0013192106626628,0.408380640183209,29.0986787043659,27.5694457600658,-0.859898840784781,-0.316198879646324
"Algeria",41389174,2330945.17201556,0.056317750434342,0,0,0.283082882454535,2298864.72109846,0.0555426576306755,0,0,0.234085307930533,155.582710182195,126.707759193452,NA,-0.0137628509251303
"Ecuador",16785356,5692681.27471989,0.339145697876166,537271.388300043,0.0320083403831317,0.460369881507598,4204365.42487503,0.250478180199159,94208.9912980698,0.00561257034393967,0.392713149410566,40.5717518490772,41.3840360461541,-0.824652878694783,-0.261443734159892
"Egypt, Arab Rep.",96442590,29244304.1540833,0.303230182371536,2630304.52618148,0.0272732671963858,0.329355705754106,18236373.6686754,0.189090459605817,624742.22304424,0.00647786650114062,0.28116705345494,218.113558403137,185.253824090667,-0.762482930464632,-0.376412802554951
"Eritrea",3213969,2417586.31499685,0.752212082629561,2417586.31499685,0.752212082629561,0.385430627513374,1151781.03168378,0.358367187637399,1151781.03168378,0.358367187637399,0.322228004784232,1.07169889965653,1.25863659002222,-0.52358225038791,-0.52358225038791
"Spain",46593236,9322909.42182438,0.200091477265592,305242.489490027,0.00655121892564035,0.207901207688901,8131465.03322262,0.174520289451941,163715.124266733,0.00351371010733688,0.197265423000878,278.123259050342,245.707081844072,-0.463655520107133,-0.127797486245298
"Estonia",1317384,193225.537841832,0.146673663747117,3609.43971606109,0.00273985391963246,0.27644652919603,143757.665635426,0.109123585557002,0,0,0.240872591606421,15.0151330779031,12.7946820315737,-1,-0.25601104677426
"Ethiopia",106399926,24989403.057065,0.234862974031251,28466471.4629731,0.267542211100533,0.320765589276437,11153351.8782081,0.104824808601916,14096104.2216921,0.132482274674628,0.281910642587879,30.770367944034,28.9995323557002,-0.504817299185563,-0.553676738386323
"Finland",5508214,718615.936697671,0.130462603068376,3357.09757377465,0.000609471159576343,0.176016314593189,596528.058843625,0.108297909057931,0,0,0.165012621520024,53.3295043001434,48.5216158620209,-1,-0.169893084218378
"Fiji",877460,215991.680807768,0.246155586360368,11822.1886754995,0.0134731938498616,0.58837744256278,2767.92955111284,0.00315447946471958,0,0,0.491563974000602,2.5947519961702,2.55412667222529,-1,-0.987185017771234
"France",66918020,12156148.9446177,0.18165733153219,10693.4719969603,0.000159799587569391,0.179055864400761,9409268.21877027,0.140608885600176,0,0,0.172454882389829,441.300575908987,387.453694975271,-1,-0.225966359770844
"Micronesia, Fed. Sts.",111461,45356.3282768324,0.406925545947304,18627.5013337543,0.167121247196367,0.457786729542352,37596.4991192821,0.337306314489213,14967.6990929941,0.134286423888124,0.442805111713847,0.177720444079477,0.182172716124174,-0.196473062875498,-0.17108592014301
"Gabon",2064812,683744.572323753,0.33114132052882,48788.1665515865,0.0236283819309392,0.424373699104806,630510.535045388,0.305359778539348,35869.1123684761,0.0173716117343739,0.391710081250694,3.85192546677114,3.23702317013652,-0.264798927613941,-0.0778566140531771
"United Kingdom",66058859,18753337.6102702,0.283888306491491,173104.305321432,0.00262045557464794,0.220647603872985,18753337.6102702,0.283888306491491,101320.976514004,0.00153379846469955,0.212871462801188,582.445840837237,501.497778505092,-0.414682515689807,0
"Georgia",3728004,835650.812061987,0.224155020236563,232791.274498931,0.0624439443999875,0.520562444155053,353328.03285373,0.094776731155259,0,0,0.455167374266486,13.5286518315238,11.5974355886819,-1,-0.577182206067764
"Ghana",29121464,6908420.02183623,0.237227771991004,7551880.06502938,0.259323503276806,0.385860864889101,7153337.455725,0.245637975334104,7761437.1372312,0.266519469530488,0.384868266648415,23.878761443647,21.4007117730973,0.0277489936806889,0.0354520184231172
"Guinea",12067516,5330193.71556491,0.441697671299124,1572267.74012905,0.130289260866035,0.37470705752867,5964997.82243527,0.494302043803818,2269752.47811224,0.188087795210898,0.425504203376109,4.4920373207962,3.92610819713066,0.443617025383943,0.119095879201658
"Gambia, The",2213900,969974.660344577,0.438129391727077,295526.472781634,0.133486820895991,0.363649111210377,1195087.46858896,0.539810952883582,307453.104161758,0.13887397992762,0.408610637955475,1.24615355985714,1.05642091421667,0.0403572352346812,0.232081122783573
"Guinea-Bissau",1828146,901724.08213932,0.49324511397849,422143.122588521,0.230913243574923,0.369138669951724,1005763.70572347,0.550155023572226,475688.171260446,0.260202506397436,0.41019218204632,1.12765638841425,0.967999406733189,0.126840983085535,0.115378557193815
"Greece",10754679,3221779.63188915,0.299570041271259,101005.559891921,0.0093917782103883,0.205004025899877,2621746.24893817,0.243777266521685,43743.5085122702,0.00406739322598752,0.18431145865991,74.9434683607016,65.2342124240232,-0.566919795711471,-0.186242838278524
"Guatemala",16087418,9639088.13432086,0.599169371636944,1479783.30282603,0.0919838909404874,0.448625222288617,9410651.17718304,0.584969643803812,561658.607548656,0.0349129119134379,0.419043393683965,21.7409206651319,20.4130070380829,-0.620445367591308,-0.0236990215209718
"Guyana",775218,138143.765488173,0.17819989407905,58592.7654062366,0.075582307694399,0.481852813187384,92672.9480458113,0.11954437080384,13514.5401826686,0.0174332125707461,0.442037292040931,2.95061407791226,2.76954711576214,-0.769347971733894,-0.329155769583062
"Honduras",9429016,4747830.86675784,0.503534076806937,1346502.25086787,0.142804111358796,0.529769081518055,3828662.57525807,0.406051127207555,997604.187835185,0.10580151606861,0.482971005678441,8.23913947337832,7.60564583137032,-0.259114355588938,-0.193597522172781
"Croatia",4124531,857809.416912528,0.207977444444599,20920.8711488091,0.00507230304459079,0.195437146085468,630278.257322772,0.152812103321025,630.013858219168,0.000152747999280201,0.167410281824094,21.9733348412074,18.9216845313477,-0.969885868817894,-0.265246749573696
"Haiti",10982367,6285658.07407289,0.572340923780174,3288145.20570366,0.299402233207437,0.405860540205896,5555183.14548818,0.505827491058001,2534099.30926214,0.230742544777655,0.377161770946062,6.41326442178614,5.56861017396434,-0.229322566148701,-0.116212959721398
"Hungary",9787966,1180426.90922184,0.120599817083738,61643.5238948141,0.00629788905016774,0.21940051438934,879060.966938437,0.0898103821507386,16598.7468747464,0.00169583209368999,0.197211418412177,46.1681580231434,38.28758247911,-0.730730077938603,-0.255302501094348
"Indonesia",264650969,25395741.8030421,0.0959593758488829,12480468.7210126,0.0471582203842698,0.407080529817391,1340332.90746265,0.00506453051174224,396634.817872732,0.00149870910872324,0.336222079252947,504.664747351017,428.248489298892,-0.968219557555163,-0.947222139921816
"India",1338676779,313863856.937386,0.23445828138727,191509315.688858,0.143058667105526,0.472552734794369,47910894.3973285,0.0357897403980655,6592990.70142747,0.00492500565099252,0.381966448133467,1970.06882831087,1779.13965754142,-0.965573524829784,-0.847351348878356
"Ireland",4807388,708263.254719521,0.147328082259955,11915.812884684,0.00247864596838949,0.186240578759682,607271.55070785,0.126320478128216,6018.10828444233,0.00125184575999323,0.17418949770696,53.8740658374775,46.7298227166721,-0.494947735191638,-0.142590630445264
"Iran, Islamic Rep.",80673888,852709.575352036,0.0105698336412401,261933.63220809,0.00324682048555897,0.392108244190036,0,0,0,0,0.288077115760907,530.97286302843,423.888783578034,-1,-1
"Iraq",37552789,6736470.620944,0.17938669271526,32171.9607495258,0.000856712952785632,0.347431815194493,2865352.46449687,0.0763019882357304,63.4115370469173,1.68859727161456e-06,0.269974064119925,162.906805927222,126.082074591266,-0.998028981275322,-0.574650788858434
"Iceland",343400,18006.385790747,0.0524356021862173,0,0,0.307049698797156,5975.82265723011,0.0174019296949042,0,0,0.284584532305999,4.17134578525594,3.73142454088858,NA,-0.668127589474346
"Israel",8713300,369007.550247756,0.0423499191176427,38792.4311727675,0.00445209405997354,0.388712084051319,210644.052993241,0.0241750029257849,0,0,0.362308328770283,84.6912832614868,74.1354621478582,-1,-0.429160588037257
"Italy",60536709,12231301.3566913,0.202047675843946,865622.931904265,0.0142991409048065,0.351176641438621,10898204.2555726,0.18002637466752,341807.847348914,0.00564629053999143,0.332263135631019,399.799484236402,353.290631098176,-0.605130785298191,-0.108990618597534
"Jamaica",2920848,413398.235832699,0.141533635380102,1625.12825406816,0.000556389190422838,0.515267797759526,44227.1437191964,0.0151418847263522,13.4286528548048,4.59751854762891e-06,0.435630847290013,8.99630946268596,8.41889037591397,-0.991736865800475,-0.8930156447569
"Jordan",9785840,1476912.43341537,0.150923419289031,5237.92235412512,0.000535255262105769,0.373114131760011,837990.548390105,0.0856329705360097,0,0,0.323865766253956,32.843369669361,28.0831340362099,-1,-0.432606477249132
"Japan",126972000,1825558.91043779,0.0143776494852234,904327.262729024,0.00712225736956986,0.207890475874902,1272695.31696046,0.0100234328589016,570535.080363851,0.00449339287688507,0.196617664257457,1213.02396623451,1098.9294265112,-0.369105517573224,-0.302846207983913
"Kazakhstan",18037776,691050.504898197,0.038311292084911,7400.76199741673,0.000410292377364966,0.331324235314856,85184.5041188574,0.00472256136892139,113.188124666373,6.27505988911125e-06,0.211613405924983,158.224402907424,118.174759622261,-0.984705882352941,-0.876731869067361
"Kenya",50221146,17655403.610546,0.351553180617304,15128294.271423,0.301233553519925,0.547501803819353,11181631.3832298,0.222647873930034,8574789.13539425,0.170740610646246,0.492615645055429,31.2066639264812,28.7443317052283,-0.433195244516637,-0.366673703423536
"Kyrgyz Republic",6198200,1674023.83431898,0.270082255222319,83850.4707942788,0.0135281970240197,0.335773280704797,1352013.29945922,0.2181299892645,49748.1142651815,0.00802621959039423,0.277495512253715,15.7820235575653,12.4544089405743,-0.406704413297393,-0.192357198421105
"Cambodia",16009413,5507226.9536602,0.343999305512338,621678.944747564,0.0388320886435726,0.325533753474361,5826809.10756543,0.363961446154548,773784.563710304,0.0483331002648444,0.360427192360009,16.0568543804045,14.1652340542818,0.244669085623454,0.0580295957646752
"Kiribati",114153,25451.8166429083,0.222962310608642,1713.93306152278,0.0150143497019156,0.457786729542352,11740.6430729922,0.102850061522625,768.72784736967,0.00673418874116028,0.39324654270851,0.0912151754418087,0.092101097704636,-0.551483156123566,-0.538710998994111
"Korea, Rep.",51361911,640597.312063049,0.0124722250319512,118483.844724865,0.00230684260803429,0.413498072079012,136955.593279571,0.00266648165173548,21.8709697236749,4.25820794005794e-07,0.37686849980991,512.985454980019,449.32879299806,-0.99981540968919,-0.786206419070814
"Lao PDR",6953031,1196776.38141616,0.172122975061691,453809.130283776,0.0652678134591627,0.344274322131133,1445703.51451303,0.207924215282951,610085.786761201,0.0877438611680577,0.377371903837499,9.9306372683386,8.2971192978568,0.3443664881306,0.207998032850805
"Lebanon",6819373,1848625.40743333,0.271084366177555,1049.91241493098,0.000153960256306698,0.471050188060343,1870474.7916933,0.274288382772624,983.838405493782,0.000144271094350431,0.473229944256947,36.4125958116513,31.7571135716561,-0.0629328775405884,0.0118192599604596
"Liberia",4702224,2693709.58401701,0.572858626900168,1307095.89156433,0.277973973924749,0.43221525317676,2175970.4066604,0.462753455951991,794895.182945773,0.169046643236429,0.372960002337727,2.83188647785756,2.45039064253609,-0.391861616216662,-0.192203042387567
"St. Lucia",180955,45537.6217484699,0.251651635757342,9098.50155086419,0.0502804650375187,0.479512169692636,43989.3611340331,0.243095582515173,9769.09980126053,0.0539863490992817,0.491326467257462,0.743953456663933,0.701951714706766,0.0737042519196628,-0.0339995931932669
"Sri Lanka",21444000,859701.994714751,0.0400905612159462,303956.032824181,0.0141744092904393,0.360973446414823,89663.4282332555,0.00418128279394028,19678.0686578091,0.00091764916330018,0.306537311165198,38.4012182179145,34.9251138737243,-0.935260147742514,-0.895704059331622
"Lesotho",2091532,1025079.01011412,0.490109168836107,619474.262635036,0.296182063021286,0.589316638232024,136163.704345579,0.0651023767963287,0,0,0.376552600783656,4.73793698527574,3.92553911317729,-1,-0.867167600738971
"Lithuania",2828403,492177.611087707,0.174012547394309,27484.0303291048,0.00971715499138729,0.258425510165576,367550.829301435,0.129949950308155,12015.8671599524,0.00424828681059681,0.237972848219187,16.7892828246152,14.7912302853736,-0.562805490458654,-0.253215056879259
"Luxembourg",596336,107473.118950224,0.180222423181267,1123.30045215785,0.0018836703673061,0.160606687455533,94497.220264368,0.15846304812114,584.024443461028,0.000979354664922171,0.153555877203942,13.0208256359781,11.5622861689286,-0.480081716036772,-0.120736225137989
"Latvia",1942248,420444.531764831,0.216473144400113,15516.2542889841,0.007988812082177,0.279857691611921,260378.705900514,0.134060483470964,2438.953290927,0.00125573731620627,0.252566489157354,13.0536781548402,11.8163218093505,-0.842813011084863,-0.380706166381652
"Morocco",35581257,1834039.72036204,0.0515451075930803,514732.953119113,0.0144664072188094,0.383516917006877,188936.806828038,0.00531000933519683,17820.2890970755,0.000500833601721138,0.322679693495728,65.2599396242445,57.1859166435708,-0.965379544890044,-0.896983252472448
"Moldova",2755158,710657.290598848,0.257937036859174,2632.0465377819,0.000955316006480174,0.528854833689048,122308.073058671,0.0443923989327186,0,0,0.412857676405499,7.10225802224222,6.35397146979567,-1,-0.827894437056143
"Madagascar",25570511,18878721.2527112,0.738300507671169,20590519.9371565,0.805244757805446,0.421205108287686,19055961.3679865,0.745231934081666,19055961.3679865,0.745231934081666,0.57953535699579,6.42442703858123,7.50343463529054,-0.0745274317430327,0.00938835384572709
"Maldives",496398,28004.4480933673,0.0564153120950675,0,0,0.386289084045907,0,0,0,0,0.294977954871363,2.82662588372468,2.68130953673462,NA,-1
"Mexico",124777326,51407575.1863095,0.411994525241786,2226760.52103048,0.0178458746666079,0.413383645924679,43837280.139915,0.351324087037376,296770.074069704,0.00237839745074922,0.362516778383241,459.115535850148,408.652095041473,-0.866725644151277,-0.147260301987763
"Marshall Islands",58053,3353.86179268939,0.0577724112912234,470.553017395429,0.00810557623887532,0.378549064832032,1124.70704197843,0.0193737970816053,142.588415990065,0.00245617652817366,0.32201691259189,0.103338309690338,0.116184781469958,-0.696976938370706,-0.664653133760604
"North Macedonia",2074502,367037.760162584,0.176928130299505,100823.656814519,0.0486013784583091,0.219513902258117,286537.820616605,0.138123665639563,21771.0893400037,0.0104946099545837,0.232651677640714,9.31198057486689,7.55167889492626,-0.784067648130884,-0.219323318424569
"Mali",18512429,7114207.51747732,0.38429357473713,2892165.089034,0.156228287980686,0.438146648231658,6531285.8817486,0.352805452042441,1910442.99775854,0.103197856843018,0.407288356093369,4.0923390101567,3.59765301898616,-0.339441927087007,-0.0819376767259975
"Malta",467999,181089.944203745,0.386945152027558,747.206171576205,0.00159659779524359,0.190967371088272,139349.42247671,0.297755812462655,0,0,0.182118599129497,8.03655754417829,7.32405695882069,-1,-0.230496077021662
"Myanmar",53382521,13479841.8988603,0.252514149694435,1079062.77113806,0.0202137844171515,0.368576598642497,12147256.1578143,0.227551189607817,1006783.98575507,0.0188598059232734,0.344834196445864,38.2914179185643,34.7239122552793,-0.0669829293682005,-0.0988576684388791
"Montenegro",622373,86113.2648373742,0.13836279021965,21649.9987570618,0.0347862114151189,0.189915746058508,72673.2435582469,0.116767988904157,4414.23000435422,0.00709257953727784,0.16330025452889,4.11884531281631,3.46319313744421,-0.796109456915586,-0.156073762904112
"Mongolia",3113788,900553.92934782,0.28921491422917,20301.9726635464,0.00652002405544193,0.382286727248754,28788.9368023279,0.00924563162370974,0,0,0.221525579088648,16.2637317728229,12.2121814883591,-1,-0.968031968031968
"Mozambique",28649007,13333462.3041951,0.465407485299408,18779397.9858684,0.655499088881803,0.438215424894047,13587161.7805334,0.474262922290235,19386727.4356841,0.676698059227119,0.576797574802712,11.0031304023026,10.4943393477986,0.032340198033651,0.0190272766780497
"Mauritania",4282582,1317638.27814308,0.307673800091411,286985.796830985,0.0670123296719095,0.409922783164265,457022.412945681,0.106716558596118,10469.9574452041,0.00244477687647407,0.325023730269899,5.44815088366708,4.796847817404,-0.963517506577616,-0.653150321657508
"Mauritius",1264613,134051.256914766,0.106001802064953,1557.29206540746,0.00123143765358055,0.385340143918554,55230.8820397651,0.0436741374948424,0,0,0.349385226983343,6.6350490454137,5.69901416027082,-1,-0.587986839430512
"Malawi",17670193,9073340.87396535,0.513482839376194,11447723.6070877,0.647855040807292,0.373547372353891,3301211.9377103,0.186823762349981,6798617.97933183,0.38475063511371,0.256368054405269,3.21767080994537,3.48210886773459,-0.406116166613025,-0.636163571548088
"Malaysia",31104655,2652939.14930369,0.0852907434370737,5759.50884986804,0.000185165495321136,0.348091098564206,320417.516221474,0.0103012721478979,65.5123223484506,2.10619029043886e-06,0.276882314730816,187.406912032536,166.129858149641,-0.988625363020329,-0.879221686518677
"Namibia",2402623,400610.767624673,0.166738921430733,358787.195550768,0.149331457973543,0.647556583369192,0,0,0,0,0.535475913334464,8.98044237140684,8.00405336452871,-1,-1
"Niger",21602388,8446320.05742974,0.390990109863305,11051815.8386732,0.511601580282383,0.381505571393747,3681180.73014782,0.170406194451642,6205292.24176737,0.287250291114453,0.326132269558745,3.25109711071933,2.75767308569021,-0.438527357644394,-0.564167506663485
"Nigeria",190873247,67848129.9710319,0.355461705804334,61587049.9242393,0.322659413470549,0.393460646403056,42208476.3301869,0.221133537536493,40786438.0622881,0.213683366859097,0.331178790449828,121.278450187268,100.415701298223,-0.337743273748927,-0.377897720273087
"Nicaragua",6384843,1632217.81867893,0.255639460309194,263688.606812715,0.0412991528237601,0.462744951889668,796086.782076503,0.124683846114384,2333.32314593227,0.000365447223358863,0.402316582467102,7.2964231151212,6.37029901088995,-0.991151217437356,-0.512266823112597
"Netherlands",17131296,3201236.39881435,0.186864811559753,33992.2510468498,0.00198421946867591,0.1425979021302,2885031.40697833,0.168407072470076,17979.8995991318,0.00104953528321102,0.135970257687594,179.628348805395,159.734141758911,-0.471058872377971,-0.0987758954487499
