"","Pop","PPop_npl_ori","PR_npl_ori","PPop_ipl_ori","PR_ipl_ori","Gini_ori","PPop_npl_tax","PR_npl_tax","PPop_ipl_tax","PR_ipl_tax","Gini_tax","CO2_ori","CO2_tax","IPL_Change_rate","NPL_Change_rate"
"Fiji",877460,211467.858763577,0.240999998590907,11567.2819672024,0.0131826886321911,0.58837744256278,115356.359087783,0.131466231039344,0,0,0.550183583825308,2.5947519961702,2.56638016300067,-1,-0.454496963452247
"France",66918020,13939668.4491818,0.208309636913672,10632.0840990208,0.000158882227821755,0.179055864400761,13930155.3888365,0.208167476994037,6123.23335211029,9.15035046181923e-05,0.177650187697178,441.300575908987,413.003304389877,-0.424079672895528,-0.000682445237490885
"Micronesia, Fed. Sts.",111461,45921.9318551562,0.411999998700498,17865.4571907219,0.160284379206377,0.457786729542352,36616.6319031927,0.328515192786649,13248.825972609,0.118865127467087,0.429652006570802,0.177720444079477,0.179617930265248,-0.258411031345478,-0.20263302470187
"Gabon",2064812,689647.209830404,0.334000000886475,50972.815760051,0.0246864197612427,0.424373699104806,677913.301893257,0.328317203645299,39585.8820606294,0.0191716640840083,0.411400071742385,3.85192546677114,3.52949147444482,-0.223392283310861,-0.0170143629523746
"United Kingdom",66058859,17973653.4590819,0.27208543609695,164682.4655132,0.00249296563710252,0.220647603872985,18556030.332735,0.28090146595985,145743.730151596,0.00220627077666595,0.219004919387082,582.445840837237,539.201295680765,-0.115001529170608,0.0324016970160759
"Georgia",3728004,816432.877504345,0.219000000403526,232249.643036488,0.0622986571464216,0.520562444155053,627292.78536122,0.16826505158289,79875.0471424978,0.0214256870814779,0.49302505139325,13.5286518315238,12.4768276693471,-0.656081076818065,-0.231666432544074
"Ghana",29121464,6814422.56689587,0.233999999687374,7341099.79548472,0.252085533731571,0.385860864889101,6368353.73434365,0.218682471950711,6889406.11643102,0.236574854767982,0.378463027109433,23.878761443647,22.755219365336,-0.0615294290552378,-0.0654595203296028
"Guinea",12067516,5273504.43781428,0.436999995509787,1667742.71238852,0.138200994503635,0.37470705752867,5441980.1059212,0.450961084776784,1926711.11146979,0.159660953544192,0.406216293669763,4.4920373207962,4.3284753466052,0.155280785913543,0.0319475730216222
"Gambia, The",2213900,1037420.65076052,0.468594178038992,296265.566492174,0.133820663305558,0.363649111210377,1167763.09051081,0.527468761240713,289643.92010342,0.130829721353006,0.380160002985846,1.24615355985714,1.16297271566065,-0.0223503745884327,0.125640876393522
"Guinea-Bissau",1828146,872025.653374542,0.4770000062219,395985.364896961,0.216604890909676,0.369138669951724,899425.134882698,0.491987584625461,453487.665884841,0.248058779706239,0.402653257272127,1.12765638841425,1.07720569346518,0.145213197469666,0.0314204993879775
"Greece",10754679,3039311.21020979,0.282603619337201,93864.33028622,0.00872776679677934,0.205004025899877,2934264.05738946,0.272836042562447,75415.1674356666,0.00701231226293845,0.19892357251097,74.9434683607016,69.8816271508909,-0.196551371477285,-0.034562815570665
"Guatemala",16087418,9539838.87167907,0.59299999985573,1531731.78089409,0.095213028025634,0.448625222288617,9491386.68828089,0.589988193772356,1135000.3708584,0.0705520532168928,0.437304051125886,21.7409206651319,21.1558837721704,-0.259008407989101,-0.00507893100186568
"Guyana",775218,140857.109707257,0.181699998848397,61397.2657463924,0.0792000001888403,0.481852813187384,117239.563968867,0.151234315984494,36133.6654582754,0.0466109732465905,0.465202183791475,2.95061407791226,2.86569217616694,-0.411477611926089,-0.167670242471069
"Honduras",9429016,4695649.98024609,0.498000001298766,1306439.32816483,0.138555213838308,0.529769081518055,4437482.18659808,0.470619859654293,934005.34135827,0.099056501904151,0.498406451368196,8.23913947337832,7.99114330503662,-0.285075608776813,-0.0549802039619814
"Croatia",4124531,796034.482980058,0.192999999995165,21329.9626783943,0.00517148802576447,0.195437146085468,720524.534662596,0.174692476468863,11554.0377629778,0.00280129735065097,0.191919667206074,21.9733348412074,20.3195088756585,-0.458318894543535,-0.0948576348536821
"Haiti",10982367,6424684.69168494,0.584999999698147,3205994.01012938,0.291921951809603,0.405860540205896,6097622.04717367,0.555219293543338,2630796.21880253,0.239547286919343,0.388522410098449,6.41326442178614,6.02083536246965,-0.179413245785708,-0.0509071900344884
"Hungary",9787966,1252859.64813308,0.128000000013596,59634.8805824462,0.00609267345048463,0.21940051438934,1216693.65579564,0.124305055391043,40753.4762437446,0.00416363075267575,0.212067350535186,46.1681580231434,41.7654170864405,-0.316616787931649,-0.0288667548606308
"Indonesia",264650969,28053002.73129,0.106000000065331,11385675.7668985,0.043021477721846,0.407080529817391,12221044.6044621,0.0461779703684444,3368074.34547943,0.0127264765294679,0.379212864877181,504.664747351017,463.942575893986,-0.704183184693224,-0.564358770377514
"India",1338676779,293170207.587579,0.21899999476093,179107879.350315,0.133794715916496,0.472552734794369,163130890.511181,0.121859804450362,59792308.9026374,0.0446652319967054,0.429737770549141,1970.06882831087,1888.8017842875,-0.666165949150175,-0.443562523444854
"Ireland",4807388,663419.543792182,0.137999999956771,11613.0944021464,0.00241567653830862,0.186240578759682,647663.766356496,0.134722590803259,9077.64855011338,0.00188827041838798,0.183018096524721,53.8740658374775,50.1184585238425,-0.218326465301481,-0.0237493416995594
"Iran, Islamic Rep.",80673888,887412.749939517,0.0109999997761298,265782.918703853,0.00329453464178958,0.392108244190036,233269.728252357,0.00289151464042935,39108.2312143718,0.000484769386773224,0.350282546044638,530.97286302843,472.516594654582,-0.852856491285853,-0.737135027338455
"Iraq",37552789,7097477.08362564,0.188999999004751,33329.0257945836,0.000887524646826728,0.347431815194493,6572838.18770191,0.17502929509981,63.4115370469173,1.68859727161456e-06,0.317471409267004,162.906805927222,141.866014271272,-0.998097408023933,-0.073919068669359
"Iceland",343400,19547.4760213186,0.0569233431022673,0,0,0.307049698797156,10563.021700814,0.0307601097868782,0,0,0.29825810676929,4.17134578525594,3.94569163284836,NA,-0.459622219805059
"Israel",8713300,365958.599731414,0.0419999999691751,39856.7969889042,0.00457424821696765,0.388712084051319,311306.26307146,0.0357277108640194,12568.5986787023,0.00144246137269488,0.378038926799436,84.6912832614868,79.2798215448845,-0.684656078053606,-0.149340216899028
"Italy",60536709,12288951.9236022,0.202999999943871,860610.586771057,0.0142163424637282,0.351176641438621,11908020.5333171,0.196707431408554,671584.936901765,0.011093846163685,0.34373966846389,399.799484236402,376.580681188045,-0.219641325327523,-0.0309978745667837
"Jamaica",2920848,413592.07420495,0.141599999111542,1637.52516070419,0.000560633473807673,0.515267797759526,204493.088575914,0.0700115475286333,12.7064586214072,4.35026356092725e-06,0.485369219587617,8.99630946268596,8.7221889469414,-0.992240449840818,-0.505568164068396
"Jordan",9785840,1536376.88074355,0.157000000075983,0,0,0.373114131760011,1275546.26794681,0.130346119285295,0,0,0.354169996527462,32.843369669361,30.3522928928768,NA,-0.169769941259797
"Japan",126972000,1777607.99732168,0.0139999999789062,924213.810124392,0.00727887888766336,0.207890475874902,1572182.14632587,0.0123821168944796,796876.001870386,0.00627599787252612,0.206066079645148,1213.02396623451,1158.56344843868,-0.137779599113399,-0.115563077633162
"Kazakhstan",18037776,775624.380997681,0.0430000007205812,7485.49618805973,0.000414989973711822,0.331324235314856,5169.71051662163,0.000286604652182266,113.188124666373,6.27505988911125e-06,0.266046730177374,158.224402907424,132.546814849625,-0.984879008442096,-0.993334775642339
"Kenya",50221146,18129833.5969919,0.360999997829438,14747492.6948705,0.293651058756614,0.547501803819353,14453569.4630997,0.287798479610555,11291455.229826,0.224834678798966,0.516618309945585,31.2066639264812,30.3604155335793,-0.234347460721008,-0.202774289914175
"Kyrgyz Republic",6198200,1586739.17209784,0.255999995498344,78628.7906279358,0.0126857459630112,0.335773280704797,1008924.87125384,0.162777075804885,32068.0977572866,0.00517377589579017,0.29238059227734,15.7820235575653,13.5770811987702,-0.592158323927047,-0.36415203645604
"Cambodia",16009413,5467214.5142643,0.341499998423696,613160.503291135,0.0382999990874828,0.325533753474361,5642153.16387262,0.352427235394116,706089.732883079,0.0441046609818286,0.333266554357513,16.0568543804045,15.1163348413189,0.151557755421537,0.0319977658004639
"Kiribati",114153,24999.5068682643,0.218999998845972,1915.57480020666,0.0167807661665191,0.457786729542352,11477.138947907,0.100541719866381,767.942944511358,0.00672731285652902,0.424871310352675,0.0912151754418087,0.0913127949160324,-0.599105738690804,-0.540905386318771
"Korea, Rep.",51361911,616342.931849708,0.0119999999970739,123436.750211517,0.0024032740956916,0.413498072079012,386851.214653213,0.00753186957263355,54627.4915190555,0.00106357980954127,0.398611968199268,512.985454980019,481.060375152727,-0.557445481791706,-0.372344202127486
"Lao PDR",6953031,1272404.64144403,0.182999995461552,496332.594054093,0.07138363025479,0.344274322131133,1386519.95943189,0.199412308018171,579881.182377535,0.083399769449832,0.348678819267444,9.9306372683386,9.14147628628094,0.168331859169291,0.0896847702931636
"Lebanon",6819373,1868508.20484451,0.274000000417122,0,0,0.471050188060343,1841777.00080494,0.270080108655875,992.353241490252,0.000145519718820228,0.466270239727251,36.4125958116513,34.0824956381678,Inf,-0.014306174289342
"Liberia",4702224,2499892.22198013,0.531640394413395,1298648.39088678,0.276177483439066,0.43221525317676,2285594.45029024,0.486066688930652,774684.753003198,0.164748585563597,0.384288828079146,2.83188647785756,2.70842377352896,-0.403468438077988,-0.0857228042895966
"St. Lucia",180955,45238.7499198061,0.24999999955683,9449.55011761249,0.0522204421961951,0.479512169692636,44561.9520322985,0.246259854838488,9661.75825817115,0.0533931544205529,0.476031127159755,0.743953456663933,0.72195755960823,0.0224569569892157,-0.0149605788998879
"Sri Lanka",21444000,879204.023794431,0.0410000011096078,277767.914983345,0.012953176412206,0.360973446414823,438648.149750467,0.0204555190146646,104535.538446163,0.00487481526050005,0.34294018076072,38.4012182179145,36.6621452239872,-0.623658699197022,-0.501084915583793
"Lesotho",2091532,1039491.40459084,0.49700000028249,642085.601398767,0.306992960852986,0.589316638232024,737042.032371515,0.352393380723563,172817.099105372,0.0826270404207882,0.479003510810038,4.73793698527574,4.37976349329863,-0.730850374577947,-0.290958992910934
"Lithuania",2828403,696773.127589195,0.246348602935719,28920.6262062859,0.0102250726669028,0.258425510165576,690800.426289613,0.244236916128859,22496.5044637767,0.00795378327055115,0.252525432374658,16.7892828246152,15.6797188606398,-0.222129413681676,-0.00857194553447736
"Luxembourg",596336,103762.464051621,0.174000000086564,1241.29645097959,0.00208153868117904,0.160606687455533,100393.041173679,0.168349791348634,875.591451260566,0.00146828541503543,0.159976104531609,13.0208256359781,12.2493126798965,-0.294615359151651,-0.0324724639949346
"Latvia",1942248,404992.083743406,0.208517184079173,15483.947954832,0.00797217860686793,0.279857691611921,327764.113457517,0.168755026885092,11057.5752928009,0.00569318402840467,0.269635288903948,13.0536781548402,12.4186910775374,-0.285868479727728,-0.190690073672697
"Morocco",35581257,1707900.32703579,0.0479999997480637,513476.722193335,0.0144311012450554,0.383516917006877,847661.419253293,0.0238232567009449,189533.013861225,0.00532676554572609,0.360157484642773,65.2599396242445,61.2522070256348,-0.63088294820527,-0.503682149458638
"Moldova",2755158,694299.813619637,0.251999999136034,0,0,0.528854833689048,548211.053918201,0.198976267030131,0,0,0.493129434073684,7.10225802224222,6.62094511332248,NA,-0.210411636062267
"Madagascar",25570511,18024472.3794084,0.704892928397417,20463158.1534399,0.800263950667232,0.421205108287686,18689716.8765203,0.730909009855937,19151636.2280035,0.748973543313368,0.529117369155092,6.42442703858123,7.50999243539585,-0.064091862829882,0.0369078485688137
"Maldives",496398,26805.4920800746,0.0540000001613113,0,0,0.386289084045907,4425.5996714898,0.00891542607240521,0,0,0.351331694415565,2.82662588372468,2.75507053904831,NA,-0.834899517670877
"Mexico",124777326,52281699.6124209,0.41900000014763,2340791.03377352,0.0187597467329402,0.413383645924679,49501348.3034461,0.396717495800849,625437.756758923,0.00501243115883829,0.393963316304527,459.115535850148,434.682672320596,-0.732809230839083,-0.0531802012862309
"Marshall Islands",58053,3541.23306584722,0.0610000011342604,495.972557538118,0.00854344405178231,0.378549064832032,1059.65917061048,0.0182533059550839,131.752706340055,0.00226952450932863,0.33087457744948,0.103338309690338,0.108088091062298,-0.734354846175276,-0.700765481710263
"North Macedonia",2074502,522673.646731988,0.251951382419486,93228.254598455,0.0449400649401422,0.219513902258117,520148.804784778,0.25073429901961,46465.9422665365,0.022398600852897,0.256290413285121,9.31198057486689,8.24306998600338,-0.501589486291782,-0.00483062798937108
"Mali",18512429,7517409.19896372,0.406073627559286,2817370.73934757,0.152188064534782,0.438146648231658,6834900.99847974,0.369206061423908,2047429.41737611,0.110597556775295,0.412856472851386,4.0923390101567,3.91863574703524,-0.273283636838564,-0.0907903484325502
"Malta",467999,147109.811841241,0.314337876451106,748.267261072711,0.00159886508533717,0.190967371088272,142809.39252386,0.305148926651253,0,0,0.197100691789833,8.03655754417829,7.69386787251772,-1,-0.029232715775767
"Myanmar",53382521,13238864.6346881,0.247999989260307,1062929.76516017,0.019911569278644,0.368576598642497,10512088.4800662,0.196920045796753,902615.052707718,0.0169084381141857,0.350953975877012,38.2914179185643,36.7313085382332,-0.150823429456127,-0.20596752288541
"Montenegro",622373,87357.975931802,0.140362734134999,20609.9214522883,0.0331150635588117,0.189915746058508,74933.1984846244,0.120399179406279,7359.72128083719,0.0118252579736544,0.178352300310386,4.11884531281631,3.76681511285604,-0.642903962643679,-0.142228311893093
"Mongolia",3113788,884315.793840886,0.284000000591205,22157.266648534,0.007115855879891,0.382286727248754,630280.590317065,0.202416025213362,0,0,0.31908050072632,16.2637317728229,13.7520297824135,-1,-0.287267518338058
"Mozambique",28649007,13207191.8414029,0.460999986540647,18518964.0809948,0.646408585156015,0.438215424894047,13515107.8662394,0.471747864288609,18290531.4261865,0.63843509222454,0.556486804079913,11.0031304023026,11.535073962935,-0.0123350665733357,0.0233142691144405
"Mauritania",4282582,1327600.39353363,0.309999993819997,277975.425229272,0.0649083719189199,0.409922783164265,885946.670013757,0.206872085581492,91767.7785526318,0.0214281427775655,0.372629005301459,5.44815088366708,5.12339065338446,-0.669870894245624,-0.332670678369068
"Mauritius",1264613,130255.139668864,0.103000000528908,1584.73345515452,0.00125313709028337,0.385340143918554,100043.614155198,0.0791100630431587,739.267650568578,0.000584580144730901,0.372853285156789,6.6350490454137,6.16386863559642,-0.533506629670732,-0.231941139447319
"Malawi",17670193,9100149.3748725,0.514999998860935,11615629.2445937,0.657357236822129,0.373547372353891,5719096.45456263,0.323657837498585,9249199.59170027,0.523435119905044,0.292479056857657,3.21767080994537,3.46645128013246,-0.203728063548074,-0.371538178224381
"Malaysia",31104655,2612791.02839834,0.0840000002700026,5921.28530189078,0.000190366532015571,0.348091098564206,1561123.91045901,0.0501893980325133,65.5123223484506,2.10619029043886e-06,0.319438696437602,187.406912032536,175.118659577232,-0.988936131429517,-0.402507168200135
"Namibia",2402623,418056.395220764,0.173999997178402,375217.957061941,0.156170134499645,0.647556583369192,115690.591435178,0.0481517872072222,84838.1811764765,0.0353106505583591,0.600668235051093,8.98044237140684,8.49365722892787,-0.773896265944246,-0.723265586275543
"Niger",21602388,8813774.45019178,0.40800000676739,10996897.9955164,0.509059368599269,0.381505571393747,3102591.15297982,0.143622601028174,4175279.64012214,0.193278615314295,0.317240347537044,3.25109711071933,3.22180633159262,-0.620322054289814,-0.647983826848178
