"","Pop","PPop_npl_ori","PR_npl_ori","PPop_ipl_ori","PR_ipl_ori","Gini_ori","PPop_npl_tax","PR_npl_tax","PPop_ipl_tax","PR_ipl_tax","Gini_tax","CO2_ori","CO2_tax","IPL_Change_rate","NPL_Change_rate"
"Belarus",9458989,558080.34407926,0.0589999992683425,0,0,0.188843760174716,501858.159070629,0.0530562155290199,0,0,0.184110332210228,53.1159906030383,52.2230513989693,NA,-0.100742098525954
"Belize",375775,101196.207283252,0.269299999423199,49038.6375954399,0.130500000253982,0.465175266847078,94602.1379563132,0.251752080250983,42172.3636383935,0.112227699124193,0.458652176866282,1.03600518091237,1.02516422957277,-0.140017632905955,-0.0651612298915725
"Bolivia",11192853,4163741.32518347,0.372000000820477,552183.896434077,0.0493336146230168,0.416081216292232,4013497.67932264,0.358576823918141,367791.059429237,0.0328594558893284,0.404042836840528,23.2764459784954,22.4629468256768,-0.333933745977784,-0.0360838087976594
"Brazil",207833825,55075963.7134001,0.26500000042534,11020911.4952805,0.0530275160709789,0.502793081543345,53167243.6483182,0.255816124484637,5739278.02604382,0.0276147447415925,0.493256736005204,452.517226284222,453.639594666384,-0.479237445242025,-0.0346561355696715
"Bhutan",745563,61136.1661840709,0.0820000002468885,7051.25441667038,0.00945762385830625,0.364677170108049,59688.9582733658,0.0800589061868224,6850.02742951254,0.00918772448406445,0.360729125557567,1.45117086044807,1.42144802611235,-0.0285377572935263,-0.0236718787100223
"Botswana",2205076,425579.662122165,0.192999997334407,340160.364445451,0.15426242199609,0.587890080606119,280551.223919867,0.127229729914011,176077.432872247,0.0798509588205789,0.558253462231032,11.4863985326619,11.1452846107002,-0.48236934317936,-0.340778592377066
"Central African Republic",4596023,3720480.62446651,0.809500001298189,3720480.62446651,0.809500001298189,0.297057666932757,3431790.73527977,0.746687023820327,3431790.73527977,0.746687023820327,0.431805479688934,0.292427144955662,0.351854668565223,-0.0775947836653857,-0.0775947836653857
"Canada",36545236,255816.65346441,0.00700000004007116,90270.622794142,0.00247010643997871,0.469978522929364,184752.456971412,0.00505544572133595,51418.5211823841,0.00140698287411208,0.464680952569343,507.211489801369,483.345859635084,-0.430395852041016,-0.277793472514815
"Switzerland",8451840,1233968.63982297,0.145999999979055,0,0,0.343701063184984,1225508.99903953,0.144999077010394,0,0,0.340689189110296,102.374083297341,99.0810810170944,NA,-0.00685563677262854
"Chile",18470435,1994806.97638303,0.107999999804175,66439.6176028533,0.00359707920267461,0.494946061951861,1856890.66708521,0.100533131303362,35777.6001225077,0.00193701989815117,0.48908161079893,87.6238814256207,86.8869871768472,-0.461502016216131,-0.0691376714291855
"China",1396215000,43282665.0183771,0.0310000000131621,1129589.20988256,0.000809036724202622,0.407191006968709,22377679.8787856,0.0160273882452098,0,0,0.390636436331235,8295.086631422,7887.30062115434,-1,-0.482987476180488
"Cote d'Ivoire",24437475,9652802.59490431,0.394999998768461,2810851.40743138,0.11502217014775,0.425846684228007,9319953.76720233,0.38137957244774,2456076.14374952,0.100504497447037,0.422772964838548,14.9580044076186,14.6953717938394,-0.126216299710436,-0.0344820920587033
"Cameroon",24566070,9212276.27767017,0.375000001126357,6303043.85578992,0.256575180962601,0.451638599846971,9278602.23330206,0.377699902072332,6367057.32035408,0.259180948371233,0.465013366846332,9.60707200903254,9.65298679959597,0.010155960521418,0.00719973583430862
"Congo, Dem. Rep.",81398765,52013810.4379967,0.638999995122735,56725542.2452553,0.696884556482587,0.406370605666777,40677541.7945858,0.499731682594764,44419634.201539,0.545704031277858,0.415448116194028,7.26121004128379,8.51476913859554,-0.216937689031004,-0.217947282614956
"Congo, Rep.",5110701,2090277.8588041,0.409000224979725,1807013.76933924,0.353574542775882,0.359543501879506,1805548.7325043,0.353287882132862,1414868.03533277,0.276844220652464,0.341403956662596,4.74972803135106,4.79845626250707,-0.217013141050865,-0.136215922251936
"Colombia",48909844,17460814.2791787,0.356999999410726,2122423.12231503,0.0433946001200705,0.494737538554344,17038777.0326583,0.348371117942194,1279374.92463286,0.0261578205940068,0.486186055005073,89.7196372742571,88.6317360241267,-0.397210239946226,-0.0241705363663168
"Comoros",813890,345089.363768321,0.424000004630013,151739.39189758,0.186437223577608,0.577294650333006,341971.295735953,0.42016893650979,150953.056191844,0.18547107863697,0.572029016207131,0.685304072785217,0.663174331605851,-0.00518214615138828,-0.00903553792072713
"Cabo Verde",537499,188124.648281663,0.349999996803089,24532.6969206986,0.0456423117451355,0.447536227523343,185353.207676012,0.344843818641546,16774.8099369881,0.0312090067832463,0.44101308560517,1.47811114473684,1.44931860895185,-0.316226422589725,-0.0147319377389712
"Costa Rica",4949955,1484986.49824968,0.299999999646396,58030.8502043865,0.0117235106590639,0.496635372329324,1457362.66512071,0.294419376564173,43096.2737504746,0.00870639707845315,0.49256792533239,14.7703939428239,14.6124427476197,-0.257355809906487,-0.0186020769626691
"Cyprus",1179685,181671.490202541,0.154000000171691,1008.92339114508,0.00085524813076803,0.221336772548155,180326.357421409,0.15285975274875,847.757177980792,0.000718630124127027,0.231881297518085,8.92175730450996,8.58266291198491,-0.159740783669784,-0.00740420403681761
"Czech Republic",10594438,911121.672913471,0.0860000004637784,0,0,0.138256587480801,1032099.01184355,0.0974189486826533,0,0,0.142780209352579,75.3782787979962,69.7887401265544,NA,0.132778466945293
"Germany",82657002,13307777.3288506,0.16100000008288,202061.280023245,0.00244457547617375,0.195338784391303,13477444.8899915,0.163052670238288,195057.279514392,0.0023598397570044,0.194304279032691,770.897829584022,743.514210064771,-0.0346627543290166,0.0127495040642922
"Djibouti",944100,199205.100918807,0.21100000097321,180126.796381211,0.190792073277418,0.312105649511618,137695.739534023,0.145848680790195,115709.195321527,0.122560317044304,0.293755598136786,1.43373028805474,1.41101385851201,-0.357623642644226,-0.308774027879206
"Denmark",5764980,697562.579954058,0.120999999992031,8123.15393523903,0.00140905153794792,0.141137043436777,697923.336842761,0.121062577293028,7549.63280682062,0.00130956790948462,0.144519257008669,50.7414364439255,49.4760534063266,-0.0706032574281788,0.000517167776871626
"Dominican Republic",10513111,2207753.31863502,0.210000000821357,105293.555493104,0.0100154517053139,0.450854028390314,2062422.68311925,0.196176249172985,68088.167216159,0.00647650036379897,0.446864022275779,29.0986787043659,28.7492782402516,-0.353349149458457,-0.0658273885443099
"Algeria",41389174,2276404.60409527,0.0550000008237725,0,0,0.283082882454535,1548852.47067514,0.0374216811061545,0,0,0.278030020806603,155.582710182195,148.170459561718,NA,-0.319605808260647
"Ecuador",16785356,5539167.47708788,0.329999999826508,539355.97273668,0.0321325310429329,0.460369881507598,5438401.37837967,0.32399678495825,263269.354994024,0.0156844665668112,0.44802601221062,40.5717518490772,40.6560941384595,-0.511882006871637,-0.0181915602164076
"Egypt, Arab Rep.",96442590,31343841.7159728,0.324999999647177,2415743.24777628,0.0250485107023388,0.329355705754106,30871461.3817075,0.320101952692348,1943447.36186969,0.0201513393809694,0.320289803208442,218.113558403137,210.088290962817,-0.195507484639082,-0.015070913723528
"Eritrea",3213969,2410476.75825521,0.750000002568542,2410476.75825521,0.750000002568542,0.385430627513374,1744569.68034259,0.54280849639265,1744569.68034259,0.54280849639265,0.332277873381261,1.07169889965653,1.2251888074376,-0.276255340621757,-0.276255340621757
"Spain",46593236,10077096.1769645,0.21627809188794,315944.579696054,0.00678091085358514,0.207901207688901,10099477.0569361,0.216758438004524,298482.962031171,0.00640614363061564,0.207172624760828,278.123259050342,270.193443006845,-0.0552679766865481,0.00222096520452283
"Estonia",1317384,216586.212464204,0.164406287357524,3604.17247235318,0.0027358556596658,0.27644652919603,217647.721060381,0.165212057426218,2795.11427203921,0.0021217156668361,0.273304641602103,15.0151330779031,14.3875237502234,-0.224478214214239,0.00490109035150396
"Ethiopia",106399926,25003982.3421461,0.234999997482574,28711599.7520305,0.269846050005998,0.320765589276437,13164073.2837597,0.123722579316076,16287011.2294346,0.153073520271383,0.29142850852561,30.770367944034,31.4527983853133,-0.432737591423033,-0.473520933440644
"Finland",5508214,660985.679267308,0.119999999866982,3623.17835337494,0.000657777340055222,0.176016314593189,657719.050141228,0.119406952987162,2455.15491077141,0.000445726130243199,0.175013922266791,53.3295043001434,52.1235082625636,-0.322375364578872,-0.00494205733730967
"Fiji",877460,211467.858763577,0.240999998590907,11567.2819672024,0.0131826886321911,0.58837744256278,178615.942330233,0.203560210528381,1633.76601644388,0.00186192648832298,0.573821868460087,2.5947519961702,2.58046387692253,-0.858759731017518,-0.155351818595148
"France",66918020,13939668.4491818,0.208309636913672,10632.0840990208,0.000158882227821755,0.179055864400761,14077469.9665367,0.210368895650779,10003.354083076,0.000149486701535342,0.17961278278052,441.300575908987,427.339712182287,-0.0591351620330615,0.00988556635025069
"Micronesia, Fed. Sts.",111461,45921.9318551562,0.411999998700498,17865.4571907219,0.160284379206377,0.457786729542352,39483.0628483318,0.354232088787394,12560.0488305508,0.112685592544036,0.438328614921447,0.177720444079477,0.179185731787461,-0.296964600655527,-0.140213374017744
"Gabon",2064812,689647.209830404,0.334000000886475,50972.815760051,0.0246864197612427,0.424373699104806,684506.151875433,0.331510157765178,42803.3863235252,0.0207299193938844,0.418595664656075,3.85192546677114,3.69842939219949,-0.160270318888846,-0.00745462010385736
"United Kingdom",66058859,17973653.4590819,0.27208543609695,164682.4655132,0.00249296563710252,0.220647603872985,18374222.8673715,0.27814926181773,162096.616091413,0.00245382100970611,0.221307967840704,582.445840837237,560.652143312434,-0.0157020324764315,0.0222864766588212
"Georgia",3728004,816432.877504345,0.219000000403526,232249.643036488,0.0622986571464216,0.520562444155053,732679.021686961,0.196533861467681,156975.311501406,0.0421070662749842,0.507495309936058,13.5286518315238,13.0199282689288,-0.324109568268554,-0.102585109107072
"Ghana",29121464,6814422.56689587,0.233999999687374,7341099.79548472,0.252085533731571,0.385860864889101,6190442.88300313,0.21257320315363,6705225.6520429,0.230250294148773,0.379560302624071,23.878761443647,23.5780483862539,-0.0866183761502506,-0.0915675066767952
"Guinea",12067516,5273504.43781428,0.436999995509787,1667742.71238852,0.138200994503635,0.37470705752867,5258004.25315905,0.435715540228747,1750702.25139459,0.145075610539451,0.393086436554722,4.4920373207962,4.49007611825335,0.0497436075659744,-0.00293925696621863
"Gambia, The",2213900,1037420.65076052,0.468594178038992,296265.566492174,0.133820663305558,0.363649111210377,1067124.03605997,0.482010947224341,279723.516401759,0.126348758481304,0.367400920595905,1.24615355985714,1.21955831829963,-0.0558352098972395,0.0286319587697325
"Guinea-Bissau",1828146,872025.653374542,0.4770000062219,395985.364896961,0.216604890909676,0.369138669951724,874195.266872839,0.478186789716379,420343.088559622,0.229928620886746,0.393736452785673,1.12765638841425,1.1254680076008,0.0615116764959191,0.00248801567924153
"Greece",10754679,3039311.21020979,0.282603619337201,93864.33028622,0.00872776679677934,0.205004025899877,3040909.53018656,0.282752235579189,88159.070174814,0.00819727582523049,0.204467004111241,74.9434683607016,72.4542472836097,-0.0607819828257334,0.000525882302343894
"Guatemala",16087418,9539838.87167907,0.59299999985573,1531731.78089409,0.095213028025634,0.448625222288617,9500607.71903024,0.5905613765385,1310194.3303752,0.0814421761388434,0.443979161111069,21.7409206651319,21.5278361675146,-0.14463201278593,-0.00411234960847132
"Guyana",775218,140857.109707257,0.181699998848397,61397.2657463924,0.0792000001888403,0.481852813187384,128046.348231488,0.165174632466594,47992.3935438174,0.0619082548958067,0.473648926610078,2.95061407791226,2.91522201000785,-0.218330116815708,-0.090948632286958
"Honduras",9429016,4695649.98024609,0.498000001298766,1306439.32816483,0.138555213838308,0.529769081518055,4594032.61698861,0.487222910321566,900689.193461538,0.095523137670096,0.510123407608957,8.23913947337832,8.16091319216096,-0.310577097578081,-0.0216407448776984
"Croatia",4124531,796034.482980058,0.192999999995165,21329.9626783943,0.00517148802576447,0.195437146085468,772574.938751006,0.18731219107118,18243.4818169506,0.00442316515912975,0.201912493469381,21.9733348412074,21.1379210247908,-0.144701653161828,-0.0294705125602448
"Haiti",10982367,6424684.69168494,0.584999999698147,3205994.01012938,0.291921951809603,0.405860540205896,6136995.01400437,0.558804401091711,2728803.04997814,0.24847130404385,0.393319953843328,6.41326442178614,6.30877704952255,-0.148843372334303,-0.0447788010597482
"Hungary",9787966,1252859.64813308,0.128000000013596,59634.8805824462,0.00609267345048463,0.21940051438934,1270204.58825346,0.129772067889637,56454.9306061365,0.00576778981518085,0.217692151882186,46.1681580231434,43.8683253410052,-0.0533236579876003,0.0138442802801008
"Indonesia",264650969,28053002.73129,0.106000000065331,11385675.7668985,0.043021477721846,0.407080529817391,20179625.965844,0.0762499606258537,6810343.81469534,0.025733303907515,0.396004546005087,504.664747351017,485.201171198414,-0.401849837100137,-0.280660749256053
"India",1338676779,293170207.587579,0.21899999476093,179107879.350315,0.133794715916496,0.472552734794369,221418183.887623,0.165400780353435,106285360.504209,0.0793958348807727,0.449314613890339,1970.06882831087,1944.84765143467,-0.406584674612074,-0.244745277122066
"Ireland",4807388,663419.543792182,0.137999999956771,11613.0944021464,0.00241567653830862,0.186240578759682,659027.2870066,0.137086352715154,9964.19673318032,0.00207268411311513,0.186375067789714,53.8740658374775,52.0274783324429,-0.141986072950662,-0.00662063218770361
"Iran, Islamic Rep.",80673888,887412.749939517,0.0109999997761298,265782.918703853,0.00329453464178958,0.392108244190036,553108.028598288,0.00685609733595942,142111.783867212,0.00176155863303889,0.374067354830467,530.97286302843,502.447358794743,-0.465308814576006,-0.376718411318762
"Iraq",37552789,7097477.08362564,0.188999999004751,33329.0257945836,0.000887524646826728,0.347431815194493,6915001.85957258,0.184140833309946,15426.6722764371,0.000410799641976982,0.334667040317464,162.906805927222,152.314938512508,-0.537140018087653,-0.0257098715364702
"Iceland",343400,19547.4760213186,0.0569233431022673,0,0,0.307049698797156,12719.8719788718,0.0370409783892598,0,0,0.303492885402317,4.17134578525594,4.06335726078026,NA,-0.349283152208528
"Israel",8713300,365958.599731414,0.0419999999691751,39856.7969889042,0.00457424821696765,0.388712084051319,345298.416892346,0.0396288911081159,27255.556435131,0.00312804063157827,0.384002382651363,84.6912832614868,82.0970902096576,-0.316162900829219,-0.0564549729237964
"Italy",60536709,12288951.9236022,0.202999999943871,860610.586771057,0.0142163424637282,0.351176641438621,12211205.2568547,0.201715710328004,800648.492555744,0.0132258344693919,0.348055396754685,399.799484236402,388.690864067861,-0.0696738979708416,-0.00632654983360547
"Jamaica",2920848,413592.07420495,0.141599999111542,1637.52516070419,0.000560633473807673,0.515267797759526,315473.84060218,0.108007619911129,12.0456843613496,4.12403670487119e-06,0.505207432452787,8.99630946268596,8.87250618153606,-0.992643969906289,-0.237234317875609
"Jordan",9785840,1536376.88074355,0.157000000075983,0,0,0.373114131760011,1436977.97504723,0.146842578158567,0,0,0.365599642874919,32.843369669361,31.6493910502011,NA,-0.0646969548566883
"Japan",126972000,1777607.99732168,0.0139999999789062,924213.810124392,0.00727887888766336,0.207890475874902,1715345.53481275,0.013509636256913,884016.533626204,0.00696229510148855,0.209662290830422,1213.02396623451,1187.41142896802,-0.0434934817656286,-0.0350259801951487
"Kazakhstan",18037776,775624.380997681,0.0430000007205812,7485.49618805973,0.000414989973711822,0.331324235314856,143134.954180982,0.0079352883737431,113.188124666373,6.27505988911125e-06,0.307318285593882,158.224402907424,143.853421726232,-0.984879008442096,-0.815458413005444
"Kenya",50221146,18129833.5969919,0.360999997829438,14747492.6948705,0.293651058756614,0.547501803819353,15086808.3219107,0.300407488150722,11927525.4199251,0.237500064612724,0.52491990105928,31.2066639264812,31.2358586559487,-0.191216726347407,-0.167846288207858
"Kyrgyz Republic",6198200,1586739.17209784,0.255999995498344,78628.7906279358,0.0126857459630112,0.335773280704797,1320464.9970698,0.213040075678391,37671.5398969558,0.00607781935028811,0.317654348100332,15.7820235575653,14.4997258537196,-0.520893815152085,-0.167812189747599
"Cambodia",16009413,5467214.5142643,0.341499998423696,613160.503291135,0.0382999990874828,0.325533753474361,5392152.08869083,0.336811355212763,642734.422928861,0.0401472822850445,0.327669366576143,16.0568543804045,15.6369047517569,0.0482319384223027,-0.0137295555858697
"Kiribati",114153,24999.5068682643,0.218999998845972,1915.57480020666,0.0167807661665191,0.457786729542352,18693.7478022689,0.163760460104149,739.998631763429,0.00648251584946019,0.445244932044615,0.0912151754418087,0.0912425924590202,-0.613693690435061,-0.252235338049817
"Korea, Rep.",51361911,616342.931849708,0.0119999999970739,123436.750211517,0.0024032740956916,0.413498072079012,519748.805896123,0.010119343221013,91847.9458660603,0.00178825016588772,0.406721434256892,512.985454980019,497.963360266788,-0.255910855489369,-0.156721398043287
"Lao PDR",6953031,1272404.64144403,0.182999995461552,496332.594054093,0.07138363025479,0.344274322131133,1279353.95145637,0.183999460301035,512766.164025709,0.0737471419335983,0.342818296775964,9.9306372683386,9.58145625593109,0.0331099955322,0.00546155663535705
"Lebanon",6819373,1868508.20484451,0.274000000417122,0,0,0.471050188060343,1821903.94419024,0.267165902816908,987.312426973431,0.000144780528499237,0.469228979548768,36.4125958116513,35.3270742598125,Inf,-0.0249419620066091
"Liberia",4702224,2499892.22198013,0.531640394413395,1298648.39088678,0.276177483439066,0.43221525317676,2260627.32679371,0.480757047472369,776745.025994758,0.165186734191046,0.393694285876168,2.83188647785756,2.83762908436634,-0.401881963243062,-0.0957100842519117
"St. Lucia",180955,45238.7499198061,0.24999999955683,9449.55011761249,0.0522204421961951,0.479512169692636,44095.0049192506,0.243679394983563,9347.63902854786,0.0516572574869325,0.47504954863978,0.743953456663933,0.733817955118537,-0.0107847556546299,-0.0252824183378842
"Sri Lanka",21444000,879204.023794431,0.0410000011096078,277767.914983345,0.012953176412206,0.360973446414823,672620.887424969,0.0313663909450181,184958.588388143,0.00862519065417566,0.356974065932729,38.4012182179145,37.5914226965175,-0.334125439220606,-0.234966095216329
"Lesotho",2091532,1039491.40459084,0.49700000028249,642085.601398767,0.306992960852986,0.589316638232024,794066.966100507,0.379658052614307,357990.415547034,0.171161816097977,0.522595643341094,4.73793698527574,4.66527321078438,-0.442456870599246,-0.236100498192127
"Lithuania",2828403,696773.127589195,0.246348602935719,28920.6262062859,0.0102250726669028,0.258425510165576,701005.025867905,0.247844817682595,27040.7412863636,0.00956042731052244,0.258022908308798,16.7892828246152,16.2049195215635,-0.0650015288919879,0.00607356700645417
"Luxembourg",596336,103762.464051621,0.174000000086564,1241.29645097959,0.00208153868117904,0.160606687455533,103386.449489001,0.173369458642445,1143.48601504485,0.0019175196785786,0.162414174442509,13.0208256359781,12.6406817188946,-0.0787969995866406,-0.00362380140117623
"Latvia",1942248,404992.083743406,0.208517184079173,15483.947954832,0.00797217860686793,0.279857691611921,385197.534257916,0.198325617664642,13999.9638473839,0.00720812370376179,0.276135036297624,13.0536781548402,12.7342676714241,-0.09584016374745,-0.0488763861814916
"Morocco",35581257,1707900.32703579,0.0479999997480637,513476.722193335,0.0144311012450554,0.383516917006877,1292589.10213096,0.036327808827298,344366.832490423,0.00967832115909855,0.37467040746759,65.2599396242445,63.4204099312898,-0.329342855077349,-0.243170645458941
"Moldova",2755158,694299.813619637,0.251999999136034,0,0,0.528854833689048,685301.063305959,0.248733852398287,0,0,0.52441032564408,7.10225802224222,6.79246412659018,NA,-0.0129608997974005
"Madagascar",25570511,18024472.3794084,0.704892928397417,20463158.1534399,0.800263950667232,0.421205108287686,17037174.0237762,0.666282110035898,19075578.1918775,0.745999099974087,0.521436626253705,6.42442703858123,7.79974801150006,-0.0678086906799943,-0.0547754372416546
"Maldives",496398,26805.4920800746,0.0540000001613113,0,0,0.386289084045907,17253.7220791937,0.0347578396351188,0,0,0.375834317858515,2.82662588372468,2.79372249893025,NA,-0.356336304976138
"Mexico",124777326,52281699.6124209,0.41900000014763,2340791.03377352,0.0187597467329402,0.413383645924679,51277950.021035,0.410955673317082,1393909.54059517,0.0111711765693325,0.407467737538716,459.115535850148,448.006005031795,-0.404513465540712,-0.0191988707105349
"Marshall Islands",58053,3541.23306584722,0.0610000011342604,495.972557538118,0.00854344405178231,0.378549064832032,1089.94808454604,0.0187750518413525,123.848982283132,0.00213337781480944,0.355941291299702,0.103338309690338,0.105231552779614,-0.750290655398583,-0.692212270618999
"North Macedonia",2074502,522673.646731988,0.251951382419486,93228.254598455,0.0449400649401422,0.219513902258117,524002.125798426,0.252591766987174,75613.1970094587,0.0364488426665574,0.266416244039813,9.31198057486689,8.73159809534784,-0.188945482942551,0.00254169896405495
"Mali",18512429,7517409.19896372,0.406073627559286,2817370.73934757,0.152188064534782,0.438146648231658,6872141.62929173,0.371217716988501,2172045.3973924,0.117329033234504,0.418617792225175,4.0923390101567,4.06116620008135,-0.229052333419424,-0.0858364301574726
"Malta",467999,147109.811841241,0.314337876451106,748.267261072711,0.00159886508533717,0.190967371088272,145615.481327805,0.311144855710813,349.794759432194,0.000747426296706178,0.202790659567943,8.03655754417829,7.87755101574842,-0.532526975815124,-0.0101579255301417
"Myanmar",53382521,13238864.6346881,0.247999989260307,1062929.76516017,0.019911569278644,0.368576598642497,11382079.0188755,0.213217337916198,823534.551335658,0.0154270449560758,0.361006165582476,38.2914179185643,37.6397858128589,-0.225222043517089,-0.140252632461207
"Montenegro",622373,87357.975931802,0.140362734134999,20609.9214522883,0.0331150635588117,0.189915746058508,84873.1651278767,0.136370255663206,14343.7923282908,0.023046938617663,0.191092403974906,4.11884531281631,3.94339088167165,-0.304034595110106,-0.0284440061416382
"Mongolia",3113788,884315.793840886,0.284000000591205,22157.266648534,0.007115855879891,0.382286727248754,801298.460677684,0.257338797849335,4915.77159459727,0.0015787110730073,0.3556153734661,16.2637317728229,14.8817728887797,-0.778141786504045,-0.0938774742477789
"Mozambique",28649007,13207191.8414029,0.460999986540647,18518964.0809948,0.646408585156015,0.438215424894047,13064116.6092541,0.456005913547165,18016447.4575626,0.628868129969132,0.544455756537738,11.0031304023026,12.0185838045445,-0.0271352447812083,-0.0108331304539891
"Mauritania",4282582,1327600.39353363,0.309999993819997,277975.425229272,0.0649083719189199,0.409922783164265,1143015.1418645,0.266898600392123,175499.125621877,0.0409797467093163,0.3921903400197,5.44815088366708,5.30723562202878,-0.368652371060761,-0.13903675576491
"Mauritius",1264613,130255.139668864,0.103000000528908,1584.73345515452,0.00125313709028337,0.385340143918554,118393.925081468,0.0936206769038972,1187.65909915344,0.000939148260498221,0.381758487675689,6.6350490454137,6.41431622503979,-0.250562234746516,-0.0910613939499775
"Malawi",17670193,9100149.3748725,0.514999998860935,11615629.2445937,0.657357236822129,0.373547372353891,5869141.41137166,0.332149253342715,9273527.46682014,0.5248118946307,0.297208761568361,3.21767080994537,3.53850485321911,-0.201633654833093,-0.355049992082806
"Malaysia",31104655,2612791.02839834,0.0840000002700026,5921.28530189078,0.000190366532015571,0.348091098564206,2161915.8177865,0.0695045747264035,1072.45909351236,3.44790544538223e-05,0.335614648373793,187.406912032536,181.133034789725,-0.818880692479064,-0.172564589250074
"Namibia",2402623,418056.395220764,0.173999997178402,375217.957061941,0.156170134499645,0.647556583369192,287932.733474033,0.119840996058905,257904.387191663,0.107342844546008,0.625463431781806,8.98044237140684,8.76706817434301,-0.312654465657442,-0.311258632170943
"Niger",21602388,8813774.45019178,0.40800000676739,10996897.9955164,0.509059368599269,0.381505571393747,3158254.24973489,0.146199311378672,4349831.11398368,0.201358808756869,0.32259264079722,3.25109711071933,3.41093132313904,-0.604449262350422,-0.641668360407592
"Nigeria",190873247,70446778.0996165,0.369076228370634,61569276.5715824,0.322566297473749,0.393460646403056,62371106.1730861,0.326767146016467,58209266.8034521,0.304962941210154,0.373466112388686,121.278450187268,117.815867912253,-0.0545728316983529,-0.114635078343978
